time,date,treatment,transplantation,germination,daysfromgermination,Plant,Device,AmbientHumidity,AmbientTemperature,LeafTemperature,AmbientPressure,AmbientLight,phips2,logitps2
12:37:18,2024-07-02,Transplantation,TRUE,FALSE,62,B2,Li600,50.71,28.85,27.74,982,299,0.738015,1.0356768993834236
12:37:26,2024-07-02,Transplantation,TRUE,FALSE,62,B3,Li600,55.64,28.9,28.3,982.0999999999999,443,0.711939,0.9048199703205605
12:37:41,2024-07-02,Transplantation,TRUE,FALSE,62,B5,Li600,49.15,28.98,27.68,982,470,0.705504,0.8736470203581241
12:37:47,2024-07-02,Transplantation,TRUE,FALSE,62,B6,Li600,54.52,29.01,27.69,982.0999999999999,401,0.736603,1.028386677046758
12:37:56,2024-07-02,Transplantation,TRUE,FALSE,62,B8,Li600,53.64,29.06,28.1,982.0999999999999,484,0.698194,0.8387125742559652
12:38:09,2024-07-02,Transplantation,TRUE,FALSE,62,B9,Li600,48.41,29.13,28.16,982.2,315,0.73844,1.0378761502092935
12:38:15,2024-07-02,Transplantation,TRUE,FALSE,62,B10,Li600,54.95,29.17,28.37,982.2,397,0.733349,1.0116810268124934
12:38:22,2024-07-02,Transplantation,TRUE,FALSE,62,B11,Li600,53.73,29.2,28.72,982.2,430,0.726569,0.9772841495715004
12:38:33,2024-07-02,Transplantation,TRUE,FALSE,62,B12,Li600,49.52,29.27,30.86,982.0999999999999,403,0.755039,1.1256703893438658
12:38:51,2024-07-02,Germination,FALSE,TRUE,62,C1,Li600,51.75,29.37,28.69,982.0999999999999,287,0.723224,0.9605104795859477
12:39:11,2024-07-02,Germination,FALSE,TRUE,62,C3,Li600,52.79,29.49,26.19,982.0999999999999,278,0.734367,1.0168932467839538
12:39:18,2024-07-02,Germination,FALSE,TRUE,62,C4,Li600,48.73,29.52,27.9,982.0999999999999,306,0.715734,0.923398170029462
12:39:30,2024-07-02,Germination,FALSE,TRUE,62,C6,Li600,49.75,29.59,27.94,982.0999999999999,340,0.744875,1.0714627979371338
12:39:38,2024-07-02,Germination,FALSE,TRUE,62,C7,Li600,51.79,29.63,26.93,982.0999999999999,319,0.711925,0.9047517058849064
12:40:00,2024-07-02,Germination,FALSE,TRUE,62,C10,Li600,50.33,29.73,26.9,982.2,314,0.737448,1.0327464196020564
12:40:05,2024-07-02,Germination,FALSE,TRUE,62,C11,Li600,49.07,29.76,27.81,982.2,279,0.698709,0.8411577714110609
12:40:10,2024-07-02,Germination,FALSE,TRUE,62,C12,Li600,47.31,29.78,28.41,982.2,284,0.734238,1.0162320553141597
12:40:23,2024-07-02,Germ+Trans,TRUE,TRUE,62,D1,Li600,54.22,29.84,27.52,982.2,390,0.734044,1.015238090756406
12:40:31,2024-07-02,Germ+Trans,TRUE,TRUE,62,D2,Li600,52.64,29.88,27.9,982.2,335,0.738734,1.0393988648565147
12:40:41,2024-07-02,Germ+Trans,TRUE,TRUE,62,D4,Li600,48.2,29.93,26.89,982.3000000000001,310,0.992288,4.857235830421821
12:40:48,2024-07-02,Germ+Trans,TRUE,TRUE,62,D5,Li600,47.4,29.96,27.89,982.3000000000001,295,0.750165,1.0994924823675376
12:40:53,2024-07-02,Germ+Trans,TRUE,TRUE,62,D6,Li600,49.23,29.99,28.58,982.3000000000001,318,0.747391,1.0847456364988077
12:41:00,2024-07-02,Germ+Trans,TRUE,TRUE,62,D7,Li600,49.07,30.02,27.72,982.3000000000001,355,0.731705,1.0032903058657614
12:41:05,2024-07-02,Germ+Trans,TRUE,TRUE,62,D8,Li600,50.46,30.05,26.67,982.3000000000001,332,0.751311,1.1056165607211605
12:41:17,2024-07-02,Germ+Trans,TRUE,TRUE,62,D10,Li600,51.17,30.1,27.99,982.4,349,0.732724,1.0084872638337403
12:41:22,2024-07-02,Germ+Trans,TRUE,TRUE,62,D11,Li600,49.24,30.13,31.44,982.4,351,0.732939,1.0095853820527074
13:00:18,2024-07-11,Control,FALSE,FALSE,71,A1,Li600,70.55,25.57,27.54,978.6,452,0.9768,3.740129644124231
13:00:23,2024-07-11,Control,FALSE,FALSE,71,A2,Li600,73.59,25.59,29.02,978.6,408,0.707451,0.8830361951591251
13:00:29,2024-07-11,Control,FALSE,FALSE,71,A3,Li600,73.15,25.62,27.8,978.6,288,0.700954,0.8518448566279586
13:00:35,2024-07-11,Control,FALSE,FALSE,71,A4,Li600,74.66,25.64,28.14,978.5,394,0.702358,0.8585518235110752
13:00:43,2024-07-11,Control,FALSE,FALSE,71,A5,Li600,73.25,25.67,27.68,978.5,521,0.712802,0.9090318086272816
13:00:48,2024-07-11,Control,FALSE,FALSE,71,A6,Li600,73.87,25.69,27.91,978.5,522,0.686243,0.7826129914533332
13:00:54,2024-07-11,Control,FALSE,FALSE,71,A7,Li600,74.38,25.71,29.25,978.5,468,0.855357,1.7772502880700158
13:00:59,2024-07-11,Control,FALSE,FALSE,71,A8,Li600,75.55,25.74,28.4,978.5,456,0.693478,0.8164299851675896
13:01:08,2024-07-11,Control,FALSE,FALSE,71,A9,Li600,75.24,25.77,29.21,978.5,428,0.695469,0.8258135499121603
13:01:14,2024-07-11,Control,FALSE,FALSE,71,A10,Li600,76.16,25.8,28.47,978.5,514,0.687928,0.7904502508771094
13:01:21,2024-07-11,Control,FALSE,FALSE,71,A11,Li600,73.71,25.83,29.03,978.6,352,0.684239,0.7733216734841261
13:01:34,2024-07-11,Transplantation,TRUE,FALSE,71,B1,Li600,74.75,25.88,28.39,978.6,510,0.714563,0.9176498277840717
13:01:45,2024-07-11,Transplantation,TRUE,FALSE,71,B2,Li600,74.2,25.94,27.54,978.6,489,0.720631,0.94759372846733
13:01:57,2024-07-11,Transplantation,TRUE,FALSE,71,B4,Li600,72.09,25.99,27.15,978.5,261,0.856282,1.7847467149400686
13:02:02,2024-07-11,Transplantation,TRUE,FALSE,71,B5,Li600,72.48,26.01,27.58,978.5,457,0.740461,1.048365984873058
13:02:07,2024-07-11,Transplantation,TRUE,FALSE,71,B6,Li600,72.62,26.03,26.89,978.5,194,0.755932,1.1305045500527455
13:02:13,2024-07-11,Transplantation,TRUE,FALSE,71,B7,Li600,72.41,26.06,27.3,978.6,355,0.749967,1.098436296411315
13:02:18,2024-07-11,Transplantation,TRUE,FALSE,71,B8,Li600,71.93,26.08,26.5,978.6,452,0.736667,1.0287165673629026
13:02:29,2024-07-11,Transplantation,TRUE,FALSE,71,B9,Li600,72.12,26.13,26.54,978.6,425,0.728981,0.9894587394457048
13:02:34,2024-07-11,Transplantation,TRUE,FALSE,71,B10,Li600,71.81,26.15,27.85,978.5,428,0.70478,0.8701648562659937
13:02:40,2024-07-11,Transplantation,TRUE,FALSE,71,B11,Li600,71.79,26.18,26.36,978.5,389,0.73693,1.0300727515718917
13:02:51,2024-07-11,Transplantation,TRUE,FALSE,71,B12,Li600,71.02,26.23,27.4,978.4000000000001,370,0.711887,0.904566426657817
13:03:01,2024-07-11,Transplantation,TRUE,FALSE,71,B1,Li600,72.31,26.27,27.88,978.5,292,0.709559,0.893243192737618
13:03:12,2024-07-11,Germination,FALSE,TRUE,71,C1,Li600,73.42,26.32,26.96,978.5,275,0.739715,1.0444877923557736
13:03:40,2024-07-11,Germination,FALSE,TRUE,71,C2,Li600,72.51,26.45,27.38,978.5,301,0.692957,0.8139801452771614
13:03:46,2024-07-11,Germination,FALSE,TRUE,71,C3,Li600,71.91,26.48,28.03,978.5,333,0.723229,0.9605354583627684
13:03:55,2024-07-11,Germination,FALSE,TRUE,71,C4,Li600,71.42,26.53,27.73,978.5,416,0.703107,0.8621372805352665
13:04:03,2024-07-11,Germination,FALSE,TRUE,71,C5,Li600,70.57,26.56,26.99,978.6,250,0.710601,0.8983047320810097
13:04:18,2024-07-11,Germination,FALSE,TRUE,71,C7,Li600,70.78,26.63,26.96,978.5,318,0.824206,1.5451076436888664
13:04:27,2024-07-11,Germination,FALSE,TRUE,71,C8,Li600,70.27,26.68,26.51,978.5,227,0.741338,1.0529344715313285
13:04:36,2024-07-11,Germination,FALSE,TRUE,71,C9,Li600,69.7,26.71,26.36,978.5,354,0.713824,0.9140294271906009
13:04:41,2024-07-11,Germination,FALSE,TRUE,71,C10,Li600,69.46,26.73,26.45,978.5,354,0.716937,0.9293184829211611
13:04:46,2024-07-11,Germination,FALSE,TRUE,71,C11,Li600,69.14,26.75,26.52,978.5,337,0.711605,0.903191913957726
13:04:51,2024-07-11,Germination,FALSE,TRUE,71,C12,Li600,68.35,26.77,29.54,978.5,320,0.676867,0.7394107954874558
13:05:03,2024-07-11,Germ+Trans,TRUE,TRUE,71,D1,Li600,69.53,26.82,31.18,978.5,479,0.686656,0.7845318104445843
13:05:13,2024-07-11,Germ+Trans,TRUE,TRUE,71,D2,Li600,71.6,26.88,26.96,978.5,442,0.731028,0.9998444777449317
13:05:26,2024-07-11,Germ+Trans,TRUE,TRUE,71,D3,Li600,70.62,26.93,27.66,978.6,435,0.727632,0.9826413328135573
13:05:41,2024-07-11,Germ+Trans,TRUE,TRUE,71,D5,Li600,69.38,27,27.05,978.5,387,0.944153,2.82767242052012
13:05:55,2024-07-11,Germ+Trans,TRUE,TRUE,71,D7,Li600,69.81,27.06,27.61,978.5,394,0.731996,1.0047731436928982
13:06:08,2024-07-11,Germ+Trans,TRUE,TRUE,71,D9,Li600,69.41,27.12,26.86,978.5,282,0.763978,1.1746139719205477
13:06:26,2024-07-11,Germ+Trans,TRUE,TRUE,71,D12,Li600,67.16,27.19,26.77,978.5,370,0.737041,1.0306453950892385
12:09:38,2024-07-18,Control,FALSE,FALSE,78,A1,Li600,83.31,24.86,28.55,978.8,194,0.696343,0.8299435800976264
12:09:49,2024-07-18,Control,FALSE,FALSE,78,A2,Li600,84.09,24.92,27.95,978.8,466,0.73057,0.9975164350264353
12:10:14,2024-07-18,Control,FALSE,FALSE,78,A5,Li600,86.39,25.08,27.72,978.7,400,0.714396,0.9168311944728783
12:10:21,2024-07-18,Control,FALSE,FALSE,78,A6,Li600,87.81,25.11,28.7,978.7,397,0.707194,0.8817947534440659
12:10:34,2024-07-18,Control,FALSE,FALSE,78,A7,Li600,88.57,25.18,28.62,978.7,473,0.714732,0.9184785579617348
12:10:42,2024-07-18,Control,FALSE,FALSE,78,A8,Li600,88.73,25.22,28.85,978.7,285,0.701527,0.8545799112737825
12:10:53,2024-07-18,Control,FALSE,FALSE,78,A9,Li600,89.6,25.28,28.67,978.7,320,0.713192,0.910937666536934
12:11:04,2024-07-18,Control,FALSE,FALSE,78,A10,Li600,88.53,25.34,29.76,978.8,361,0.71631,0.9262309414623535
12:11:36,2024-07-18,Control,FALSE,FALSE,78,A11,Li600,89.58,25.54,29.21,978.8,464,0.699112,0.8430728558151238
12:11:46,2024-07-18,Control,FALSE,FALSE,78,A12,Li600,89.16,25.61,29.62,978.7,458,0.712148,0.905839295818636
12:12:04,2024-07-18,Transplantation,TRUE,FALSE,78,B1,Li600,89.51,25.73,28.74,978.7,428,0.727525,0.9821014959410028
12:12:14,2024-07-18,Transplantation,TRUE,FALSE,78,B2,Li600,88.76,25.81,27.87,978.7,333,0.718433,0.936702021428122
12:12:32,2024-07-18,Transplantation,TRUE,FALSE,78,B4,Li600,86.2,25.92,27.15,978.6,290,0.76674,1.1899940495857628
12:12:40,2024-07-18,Transplantation,TRUE,FALSE,78,B5,Li600,85.84,25.97,28.79,978.6,415,0.725721,0.9730198069426912
12:12:47,2024-07-18,Transplantation,TRUE,FALSE,78,B6,Li600,85.83,26.02,28.07,978.6,221,0.763894,1.174148179356086
12:12:58,2024-07-18,Transplantation,TRUE,FALSE,78,B7,Li600,85.23,26.09,28.01,978.6,262,0.768331,1.198911001093265
12:13:15,2024-07-18,Transplantation,TRUE,FALSE,78,B9,Li600,84.6,26.2,27.8,978.6,414,0.987853,4.398451675534981
12:13:20,2024-07-18,Transplantation,TRUE,FALSE,78,B10,Li600,84.08,26.23,27.44,978.6,277,0.751687,1.1076299667360454
12:13:25,2024-07-18,Transplantation,TRUE,FALSE,78,B11,Li600,83.78,26.26,27.39,978.7,273,0.750121,1.0992577261544276
12:13:34,2024-07-18,Transplantation,TRUE,FALSE,78,B12,Li600,83.34,26.32,27.75,978.6,359,0.72387,0.9637400489347998
12:13:52,2024-07-18,Germination,FALSE,TRUE,78,C1,Li600,83.21,26.43,28.27,978.7,230,0.730751,0.99843617043831
12:14:02,2024-07-18,Germination,FALSE,TRUE,78,C2,Li600,83.05,26.49,28.25,978.7,258,0.712622,0.9081527032048278
12:14:06,2024-07-18,Germination,FALSE,TRUE,78,C3,Li600,83.56,26.52,28.39,978.7,226,0.742349,1.058213526990681
12:14:16,2024-07-18,Germination,FALSE,TRUE,78,C4,Li600,82.95,26.58,27.72,978.7,262,0.712055,0.9053856659433694
12:14:32,2024-07-18,Germination,FALSE,TRUE,78,C7,Li600,83.11,26.68,28.08,978.7,180,0.74287,1.0609392694778357
12:14:46,2024-07-18,Germination,FALSE,TRUE,78,C9,Li600,82.56,26.76,28.17,978.8,275,0.701603,0.8549429023297735
12:14:52,2024-07-18,Germination,FALSE,TRUE,78,C10,Li600,82.05,26.8,27.97,978.7,257,0.717868,0.9339106616088627
12:14:58,2024-07-18,Germination,FALSE,TRUE,78,C11,Li600,81.73,26.84,28.21,978.8,142,0.717162,0.9304274609258801
12:15:04,2024-07-18,Germination,FALSE,TRUE,78,C12,Li600,81.37,26.87,29.08,978.7,296,0.700276,0.848612491851045
12:15:24,2024-07-18,Germ+Trans,TRUE,TRUE,78,D1,Li600,81.91,26.99,27.56,978.7,339,0.755724,1.1293774965879286
12:15:37,2024-07-18,Germ+Trans,TRUE,TRUE,78,D3,Li600,81.48,27.07,28.59,978.6,253,0.758343,1.1436164245018992
12:15:50,2024-07-18,Germ+Trans,TRUE,TRUE,78,D4,Li600,80.7,27.14,27.16,978.6,295,0.757135,1.1370358396657387
12:15:54,2024-07-18,Germ+Trans,TRUE,TRUE,78,D5,Li600,80.63,27.17,27.36,978.7,320,0.838422,1.6465335554750868
12:16:01,2024-07-18,Germ+Trans,TRUE,TRUE,78,D6,Li600,80.76,27.21,27.89,978.7,287,0.775039,1.2369862968207255
12:16:22,2024-07-18,Germ+Trans,TRUE,TRUE,78,D7,Li600,81,27.33,28.85,978.6,311,0.758194,1.1428035378030155
12:16:30,2024-07-18,Germ+Trans,TRUE,TRUE,78,D8,Li600,80.07,27.38,27.45,978.6,241,0.996574,5.672929996903463
12:16:36,2024-07-18,Germ+Trans,TRUE,TRUE,78,D9,Li600,80.06,27.41,27.93,978.6,322,0.751994,1.1092754057738956
12:16:52,2024-07-18,Germ+Trans,TRUE,TRUE,78,D11,Li600,79.62,27.51,27.51,978.6,312,0.75493,1.1250811456970262
12:17:09,2024-07-18,Germ+Trans,TRUE,TRUE,78,D12,Li600,78.51,27.6,27.31,978.7,197,0.767288,1.1930605822849731
12:12:00,2024-06-06,Control,FALSE,FALSE,36,A1,MultispeQ,74.62305,25.63,24.71,973.56842,82.878,0.594,0.3805261597609122
12:14:00,2024-06-06,Control,FALSE,FALSE,36,A2,MultispeQ,73.92188,26.71,25.39,973.54028,91.319,0.622,0.4980458971195918
12:16:00,2024-06-06,Control,FALSE,FALSE,36,A3,MultispeQ,72.51758,27.45,25.67,973.46545,173.181,0.585,0.34333332700115804
12:17:00,2024-06-06,Control,FALSE,FALSE,36,A4,MultispeQ,70.73535,28.09,25.71,973.41943,129.885,0.595,0.38467433843909055
12:19:00,2024-06-06,Control,FALSE,FALSE,36,A5,MultispeQ,70.9502,28.68,26.71,973.47437,116.149,0.605,0.42634269312971956
12:21:00,2024-06-06,Control,FALSE,FALSE,36,A6,MultispeQ,69.28418,29.33,26.71,973.41724,105.355,0.611,0.45151761555314895
12:23:00,2024-06-06,Control,FALSE,FALSE,36,A7,MultispeQ,65.80957,29.78,27.07,973.4057,64.149,0.618,0.48106784885111553
12:25:00,2024-06-06,Control,FALSE,FALSE,36,A8,MultispeQ,64.63965,30.15,27.43,973.45703,56.9,0.64,0.5753641449035619
12:26:00,2024-06-06,Control,FALSE,FALSE,36,A9,MultispeQ,63.6377,30.49,27.53,973.47595,36.657,0.649,0.6146464932382243
12:28:00,2024-06-06,Control,FALSE,FALSE,36,A10,MultispeQ,63.03809,30.74,27.75,973.4494,84.088,0.634,0.5494156210358597
12:30:00,2024-06-06,Control,FALSE,FALSE,36,A11,MultispeQ,63.3916,30.93,27.75,973.41382,293.392,0.559,0.23710459770825335
12:31:00,2024-06-06,Control,FALSE,FALSE,36,A12,MultispeQ,62.40918,31.22,27.85,973.36609,97.466,0.612,0.45572694288905263
12:33:00,2024-06-06,Transplantation,TRUE,FALSE,36,B1,MultispeQ,61.46582,31.49,27.99,973.28125,175.943,0.605,0.42634269312971956
12:34:00,2024-06-06,Transplantation,TRUE,FALSE,36,B2,MultispeQ,61.38086,31.71,27.61,973.27374,97.841,0.625,0.5108256237659907
12:36:00,2024-06-06,Transplantation,TRUE,FALSE,36,B3,MultispeQ,60.83691,31.78,27.53,973.26971,91.352,0.624,0.5065612249795332
12:38:00,2024-06-06,Transplantation,TRUE,FALSE,36,B4,MultispeQ,59.28613,31.9,27.75,973.24573,306.03,0.556,0.22494373181835786
12:39:00,2024-06-06,Transplantation,TRUE,FALSE,36,B5,MultispeQ,59.17578,32.08,27.75,973.25525,141.246,0.61,0.44731221804366483
12:41:00,2024-06-06,Transplantation,TRUE,FALSE,36,B6,MultispeQ,58.59961,32.23,27.61,973.23828,168.526,0.6,0.4054651081081642
12:43:00,2024-06-06,Transplantation,TRUE,FALSE,36,B7,MultispeQ,58.53223,32.34,28.03,973.2392,338.727,0.561,0.24522149244752528
12:45:00,2024-06-06,Transplantation,TRUE,FALSE,36,B8,MultispeQ,58.05566,32.39,28.11,973.24255,132.923,0.588,0.3557035985491004
12:46:00,2024-06-06,Transplantation,TRUE,FALSE,36,B9,MultispeQ,58.18945,32.47,28.11,973.24994,379.272,0.563,0.25334643304410004
12:48:00,2024-06-06,Transplantation,TRUE,FALSE,36,B10,MultispeQ,58.38281,32.62,28.31,973.28802,366.067,0.561,0.24522149244752528
12:49:00,2024-06-06,Transplantation,TRUE,FALSE,36,B11,MultispeQ,57.83594,32.76,28.53,973.28156,345.403,0.554,0.21684573472721994
12:51:00,2024-06-06,Transplantation,TRUE,FALSE,36,B12,MultispeQ,57.91504,32.9,28.97,973.22955,156.569,0.591,0.3681008613632963
12:01:00,2024-06-13,Control,FALSE,FALSE,43,A1,MultispeQ,70.02344,27.81,27.53,979.01685,296.554,0.54,0.16034265007517948
12:03:00,2024-06-13,Control,FALSE,FALSE,43,A2,MultispeQ,70.63965,28.64,27.57,979.03467,264.538,0.531,0.12415925279565966
12:05:00,2024-06-13,Control,FALSE,FALSE,43,A3,MultispeQ,69.1543,29.49,28.25,978.98047,314.624,0.575,0.3022808718729335
12:07:00,2024-06-13,Control,FALSE,FALSE,43,A4,MultispeQ,67.70605,30.22,28.89,979.03424,175.538,0.592,0.3722394604798438
12:08:00,2024-06-13,Control,FALSE,FALSE,43,A5,MultispeQ,65.23438,30.89,29.29,979.01501,215.709,0.577,0.3104700874618215
12:10:00,2024-06-13,Control,FALSE,FALSE,43,A6,MultispeQ,59.72266,31.47,29.33,979.00562,332.49,0.576,0.30637420546393324
12:12:00,2024-06-13,Control,FALSE,FALSE,43,A7,MultispeQ,58.03613,31.92,29.29,978.94318,343.504,0.561,0.24522149244752528
12:13:00,2024-06-13,Control,FALSE,FALSE,43,A8,MultispeQ,55.31445,32.22,29.55,978.92303,295.128,0.562,0.2492829395172452
12:15:00,2024-06-13,Control,FALSE,FALSE,43,A9,MultispeQ,51.68066,32.35,29.51,978.96594,247.85,0.587,0.3515772268670635
12:17:00,2024-06-13,Control,FALSE,FALSE,43,A10,MultispeQ,51.56836,32.44,28.97,978.94415,266.124,0.572,0.29001579579800096
12:18:00,2024-06-13,Control,FALSE,FALSE,43,A11,MultispeQ,54.13086,32.64,29.47,978.91217,383.535,0.578,0.3145685546363655
12:20:00,2024-06-13,Control,FALSE,FALSE,43,A12,MultispeQ,56.03711,32.93,29.55,978.86249,382.253,0.562,0.2492829395172452
12:23:00,2024-06-13,Transplantation,TRUE,FALSE,43,B1,MultispeQ,56.36133,33.22,30.11,978.86389,201.335,0.583,0.33510096455169075
12:24:00,2024-06-13,Transplantation,TRUE,FALSE,43,B2,MultispeQ,53.96289,33.49,27.85,978.82208,324.389,0.576,0.30637420546393324
12:26:00,2024-06-13,Transplantation,TRUE,FALSE,43,B3,MultispeQ,54.93555,33.77,29.29,978.85858,203.707,0.613,0.4599402429064296
12:28:00,2024-06-13,Transplantation,TRUE,FALSE,43,B4,MultispeQ,52.83496,33.98,29.79,978.85083,324.207,0.581,0.32687983692977335
12:30:00,2024-06-13,Transplantation,TRUE,FALSE,43,B5,MultispeQ,52.2002,34.11,29.69,978.90033,295.001,0.544,0.17645643734155667
12:31:00,2024-06-13,Transplantation,TRUE,FALSE,43,B6,MultispeQ,51.54688,34.27,29.79,978.89374,332.256,0.59,0.3639653772014115
12:33:00,2024-06-13,Transplantation,TRUE,FALSE,43,B7,MultispeQ,52.25293,34.49,29.97,978.83685,190.248,0.59,0.3639653772014115
12:35:00,2024-06-13,Transplantation,TRUE,FALSE,43,B8,MultispeQ,51.52344,34.7,29.97,978.82648,294.898,0.585,0.34333332700115804
12:37:00,2024-06-13,Transplantation,TRUE,FALSE,43,B9,MultispeQ,49.5,34.93,29.87,978.70197,281.047,0.574,0.2981900500501958
12:39:00,2024-06-13,Transplantation,TRUE,FALSE,43,B10,MultispeQ,51.42969,35.07,30.11,978.66748,228.091,0.599,0.4013001708088801
12:40:00,2024-06-13,Transplantation,TRUE,FALSE,43,B11,MultispeQ,50.71875,35.2,30.01,978.72546,74.947,0.646,0.6015025906488275
12:42:00,2024-06-13,Transplantation,TRUE,FALSE,43,B12,MultispeQ,49.93848,35.35,30.15,978.65112,368.15,0.594,0.3805261597609122
12:11:00,2024-06-18,Germination,FALSE,TRUE,48,C1,MultispeQ,70.91211,28.84,27.93,984.10425,326.725,0.569,0.277772344022583
12:12:00,2024-06-18,Germination,FALSE,TRUE,48,C2,MultispeQ,68.78418,29.4,28.43,984.065,234.477,0.577,0.3104700874618215
12:10:00,2024-06-06,Germination,FALSE,TRUE,36,C1,MultispeQ,71.47852,25.2,25.19,972.06982,56.616,0.693,0.814182251602706
12:12:00,2024-06-06,Germination,FALSE,TRUE,36,C2,MultispeQ,70.66602,25.82,25.57,972.03436,54.091,0.689,0.7954483588344242
12:13:00,2024-06-06,Germination,FALSE,TRUE,36,C3,MultispeQ,70.07715,26.44,25.81,972.00092,146.184,0.671,0.71271138620631
12:15:00,2024-06-06,Germination,FALSE,TRUE,36,C4,MultispeQ,69.38574,26.99,26.01,971.94531,213.402,0.578,0.3145685546363655
12:17:00,2024-06-06,Germination,FALSE,TRUE,36,C5,MultispeQ,67.67871,27.5,26.39,971.91528,186.601,0.624,0.5065612249795332
12:18:00,2024-06-06,Germination,FALSE,TRUE,36,C6,MultispeQ,66.43359,28,26.79,971.93018,138.646,0.635,0.5537276453102001
12:21:00,2024-06-06,Germination,FALSE,TRUE,36,C7,MultispeQ,64.40332,28.56,27.29,971.92358,143.685,0.639,0.5710264960446539
12:22:00,2024-06-06,Germination,FALSE,TRUE,36,C8,MultispeQ,64.58301,28.93,27.25,971.93774,134.104,0.661,0.66775373247123615
12:24:00,2024-06-06,Germination,FALSE,TRUE,36,C9,MultispeQ,63.64258,29.36,27.61,971.97217,71.649,0.676,0.7354495602506349
12:26:00,2024-06-06,Germination,FALSE,TRUE,36,C10,MultispeQ,62.3584,29.82,27.67,971.97424,91.781,0.652,0.6278420821521787
12:27:00,2024-06-06,Germination,FALSE,TRUE,36,C11,MultispeQ,60.37305,30.15,27.75,971.94647,105.87,0.657,0.6499535713186707
12:29:00,2024-06-06,Germination,FALSE,TRUE,36,C12,MultispeQ,58.01855,30.35,27.89,971.90784,236.386,0.578,0.3145685546363655
12:31:00,2024-06-06,Germ+Trans,TRUE,TRUE,36,D1,MultispeQ,56.58984,30.47,27.89,971.90234,107.634,0.665,0.6856565088307879
12:33:00,2024-06-06,Germ+Trans,TRUE,TRUE,36,D2,MultispeQ,57.84375,30.42,27.75,971.82538,148.159,0.651,0.6234377200061422
12:35:00,2024-06-06,Germ+Trans,TRUE,TRUE,36,D3,MultispeQ,58.42969,30.48,28.11,971.85889,82.606,0.685,0.7768461994365925
12:37:00,2024-06-06,Germ+Trans,TRUE,TRUE,36,D4,MultispeQ,56.25684,30.49,28.11,971.82642,128.271,0.662,0.6722196604539895
12:38:00,2024-06-06,Germ+Trans,TRUE,TRUE,36,D5,MultispeQ,57.52832,30.49,28.11,971.84564,250.601,0.637,0.5623668213073126
12:40:00,2024-06-06,Germ+Trans,TRUE,TRUE,36,D6,MultispeQ,57.19531,30.59,28.57,971.86206,143.779,0.653,0.632252349329572
12:42:00,2024-06-06,Germ+Trans,TRUE,TRUE,36,D7,MultispeQ,57.09668,30.63,28.97,971.8006,287.767,0.618,0.48106784885111553
12:44:00,2024-06-06,Germ+Trans,TRUE,TRUE,36,D8,MultispeQ,57.67578,30.73,28.81,971.80627,207.883,0.625,0.5108256237659907
12:46:00,2024-06-06,Germ+Trans,TRUE,TRUE,36,D9,MultispeQ,57.58496,30.93,29.11,971.80579,433.415,0.593,0.3763812135551304
12:47:00,2024-06-06,Germ+Trans,TRUE,TRUE,36,D10,MultispeQ,57.38477,31.09,29.29,971.81311,175.608,0.627,0.5193681209891051
12:49:00,2024-06-06,Germ+Trans,TRUE,TRUE,36,D11,MultispeQ,56.91113,31.29,29.47,971.8222,435.464,0.598,0.3971386653316105
12:51:00,2024-06-06,Germ+Trans,TRUE,TRUE,36,D12,MultispeQ,57.22559,31.57,29.69,971.78638,142.298,0.651,0.6234377200061422
12:03:00,2024-06-13,Germination,FALSE,TRUE,43,C1,MultispeQ,65.16406,26.58,27.21,977.31305,353.597,0.601,0.409633517645344
12:05:00,2024-06-13,Germination,FALSE,TRUE,43,C2,MultispeQ,63.1748,27.41,27.43,977.2644,309.117,0.608,0.4389130421757044
12:06:00,2024-06-13,Germination,FALSE,TRUE,43,C3,MultispeQ,63.1084,28.08,27.67,977.31482,285.779,0.617,0.4768340347247418
12:08:00,2024-06-13,Germination,FALSE,TRUE,43,C4,MultispeQ,60.87598,28.74,28.75,977.3717,237.062,0.641,0.5797070684323913
12:14:00,2024-06-13,Germination,FALSE,TRUE,43,C5,MultispeQ,56.73438,30.33,30.61,977.26514,250.157,0.598,0.3971386653316105
12:16:00,2024-06-13,Germination,FALSE,TRUE,43,C6,MultispeQ,55.9082,30.76,30.29,977.2793,281.181,0.617,0.4768340347247418
12:17:00,2024-06-13,Germination,FALSE,TRUE,43,C7,MultispeQ,55.4043,31.18,30.29,977.33569,178.548,0.626,0.5150945736855667
12:19:00,2024-06-13,Germination,FALSE,TRUE,43,C8,MultispeQ,56.17383,31.6,30.33,977.31561,225.566,0.613,0.4599402429064296
12:21:00,2024-06-13,Germination,FALSE,TRUE,43,C9,MultispeQ,54.3623,31.97,30.69,977.25781,14.913,0.698,0.8377920853875026
12:23:00,2024-06-13,Germination,FALSE,TRUE,43,C10,MultispeQ,52.38477,32.24,30.01,977.23053,166.694,0.631,0.536509218500686
12:23:00,2024-06-13,Germination,FALSE,TRUE,43,C11,MultispeQ,52.10059,32.3,27.43,977.24268,216.168,0.594,0.3805261597609122
12:25:00,2024-06-13,Germination,FALSE,TRUE,43,C12,MultispeQ,50.58984,32.53,29.61,977.26331,99.294,0.639,0.5710264960446539
12:27:00,2024-06-13,Germ+Trans,TRUE,TRUE,43,D1,MultispeQ,47.7207,32.68,29.79,977.25806,241.51,0.616,0.4726044109457928
