row,pot,mass,ber,fungus,cracking,penetrometer,sugar_avg,date_harvest,date_analysis,treatment,transplantation,germination,fruit,daysfromharvesttoanalysis,daysfromgermination,plant,ripeness,sugar_grams
A,1,94.5,FALSE,FALSE,FALSE,0.9,5.4,2024-08-24T00:00:00Z,2024-08-26T00:00:00Z,Control,FALSE,FALSE,1,2,117,A1,0.8,5.103000000000001
A,5,62.2,FALSE,FALSE,FALSE,0.3,5.4,2024-08-24T00:00:00Z,2024-08-26T00:00:00Z,Control,FALSE,FALSE,1,2,117,A5,0.9299999999999999,3.3588000000000005
D,9,187.4,FALSE,TRUE,TRUE,1.1,7.7,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,119,D9,0.75,14.4298
D,10,69.2,FALSE,TRUE,TRUE,1.4,6.6,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,119,D10,0.6799999999999999,4.567200000000001
D,3,144,FALSE,TRUE,TRUE,1.2,4.9,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,119,D3,0.73,7.056
D,6,68.6,FALSE,FALSE,FALSE,1.2,NA,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,119,D6,0.73,NA
C,12,155.1,FALSE,FALSE,FALSE,2.9,6.9,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germination,FALSE,TRUE,1,0,119,C12,0.33999999999999997,10.7019
C,10,153.4,FALSE,TRUE,FALSE,2.1,5.7,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germination,FALSE,TRUE,1,0,119,C10,0.52,8.7438
C,11,161.4,FALSE,TRUE,FALSE,1.6,6.5,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germination,FALSE,TRUE,1,0,119,C11,0.64,10.491000000000001
D,3,151.4,FALSE,TRUE,TRUE,1.4,7.9,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,119,D3,0.6799999999999999,11.960600000000001
D,9,88.4,FALSE,FALSE,TRUE,0.9,6.4,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,119,D9,0.8,5.6576
C,10,122.6,FALSE,FALSE,FALSE,0.9,5.2,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germination,FALSE,TRUE,1,0,119,C10,0.8,6.3752
D,10,72.1,FALSE,FALSE,TRUE,1.5,6.5,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,119,D10,0.6599999999999999,4.6865
D,11,100.6,FALSE,FALSE,FALSE,0.9,6.3,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,119,D11,0.8,6.3378
A,12,69.8,FALSE,TRUE,TRUE,1,4.7,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A12,0.77,3.2805999999999997
D,2,158.3,FALSE,FALSE,FALSE,1.7,5.6,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,119,D2,0.61,8.864799999999999
D,11,33.1,TRUE,TRUE,FALSE,NA,NA,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,119,D11,NA,NA
D,2,81.5,FALSE,FALSE,FALSE,1.4,7.5,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,119,D2,0.6799999999999999,6.1125
D,10,142.3,FALSE,TRUE,TRUE,1.2,6.3,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,119,D10,0.73,8.9649
C,6,172.1,FALSE,FALSE,TRUE,1.6,5.6,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germination,FALSE,TRUE,1,0,119,C6,0.64,9.637599999999999
D,10,113.2,FALSE,FALSE,FALSE,1.5,5.9,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,119,D10,0.6599999999999999,6.678800000000001
B,5,196.1,FALSE,FALSE,TRUE,1.5,7.4,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B5,0.6599999999999999,14.511400000000002
B,6,73.3,FALSE,TRUE,FALSE,1.4,5.1,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B6,0.6799999999999999,3.7382999999999997
C,11,192,FALSE,FALSE,FALSE,1.8,7.1,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germination,FALSE,TRUE,1,0,119,C11,0.5900000000000001,13.631999999999998
C,7,123.9,FALSE,FALSE,TRUE,1.2,7.7,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germination,FALSE,TRUE,1,0,119,C7,0.73,9.5403
B,6,109.6,FALSE,FALSE,FALSE,1,7.2,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B6,0.77,7.8912
B,3,124.6,FALSE,TRUE,TRUE,1.4,6.5,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B3,0.6799999999999999,8.099
B,8,129.9,FALSE,FALSE,TRUE,1,4.9,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B8,0.77,6.365100000000001
A,11,183.7,FALSE,TRUE,FALSE,1.1,5.8,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A11,0.75,10.654599999999999
C,6,127,FALSE,FALSE,FALSE,0.4,7.2,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germination,FALSE,TRUE,1,0,119,C6,0.91,9.144000000000002
B,8,152.2,FALSE,FALSE,TRUE,1.8,5.2,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B8,0.5900000000000001,7.9144000000000005
A,12,73.6,FALSE,FALSE,FALSE,1.6,3.6,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A12,0.64,2.6496
B,7,101.2,FALSE,FALSE,FALSE,1.4,7,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B7,0.6799999999999999,7.0840000000000005
B,3,137.1,FALSE,TRUE,TRUE,1.4,5.3,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B3,0.6799999999999999,7.266299999999999
B,12,117.4,TRUE,FALSE,TRUE,1.1,8.5,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B12,0.75,9.979000000000001
B,10,47.8,FALSE,FALSE,FALSE,1.1,9.5,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B10,0.75,4.5409999999999995
B,6,42.8,TRUE,TRUE,FALSE,0,8.5,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B6,1,3.638
B,12,126.3,FALSE,FALSE,FALSE,1.5,7.4,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B12,0.6599999999999999,9.346200000000001
A,10,79.4,FALSE,FALSE,FALSE,0.9,6.6,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A10,0.8,5.240400000000001
C,2,100.1,FALSE,FALSE,FALSE,1.4,6.2,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germination,FALSE,TRUE,1,0,119,C2,0.6799999999999999,6.2062
A,9,96.8,FALSE,TRUE,FALSE,1.3,8.5,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A9,0.7,8.228
B,12,119.1,FALSE,FALSE,FALSE,1.5,6.3,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B12,0.6599999999999999,7.503299999999999
B,5,160.2,FALSE,TRUE,TRUE,0.5,6.6,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B5,0.89,10.5732
A,10,93.8,FALSE,FALSE,FALSE,2,6.1,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A10,0.55,5.7218
A,8,98.5,FALSE,TRUE,TRUE,1.3,6.3,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A8,0.7,6.2055
A,10,110.2,FALSE,FALSE,FALSE,1.3,5.1,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A10,0.7,5.6202
A,8,189,FALSE,TRUE,TRUE,1.4,5,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A8,0.6799999999999999,9.450000000000001
A,8,100,FALSE,TRUE,TRUE,1.3,5.9,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A8,0.7,5.9
A,12,71.1,FALSE,TRUE,FALSE,1.3,7.3,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A12,0.7,5.1903
A,9,120.4,FALSE,TRUE,FALSE,2.8,7.5,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A9,0.36,9.03
A,6,114.1,FALSE,FALSE,FALSE,1.4,5.9,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A6,0.6799999999999999,6.7319
A,12,63.5,FALSE,FALSE,FALSE,1.9,5.5,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A12,0.5700000000000001,3.4925
A,9,103.7,FALSE,FALSE,FALSE,1.1,8.5,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A9,0.75,8.8145
B,10,131.4,FALSE,FALSE,FALSE,1.9,7.8,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B10,0.5700000000000001,10.2492
B,5,107.5,FALSE,FALSE,FALSE,1,7.8,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B5,0.77,8.385
D,6,38.6,FALSE,FALSE,FALSE,1.7,8,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,119,D6,0.61,3.088
A,5,106.9,FALSE,TRUE,FALSE,2.1,5.7,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A5,0.52,6.0933
C,10,69.6,FALSE,FALSE,FALSE,1.5,9.1,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Germination,FALSE,TRUE,1,0,119,C10,0.6599999999999999,6.3336
B,7,55,FALSE,FALSE,FALSE,1.3,7.4,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B7,0.7,4.07
A,7,101.7,FALSE,TRUE,TRUE,2,6.9,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A7,0.55,7.0173000000000005
A,7,201,FALSE,FALSE,TRUE,1.5,7,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A7,0.6599999999999999,14.070000000000002
A,1,128.3,FALSE,TRUE,FALSE,1,7.3,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A1,0.77,9.3659
A,9,104.2,TRUE,FALSE,FALSE,2.7,7.8,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A9,0.39,8.127600000000001
B,1,120.6,FALSE,FALSE,FALSE,1.2,7.6,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B1,0.73,9.1656
A,6,90.7,FALSE,FALSE,FALSE,1.4,7.8,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A6,0.6799999999999999,7.0746
B,5,34.3,TRUE,TRUE,FALSE,NA,NA,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B5,NA,NA
A,6,127.6,FALSE,FALSE,FALSE,1,7.4,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A6,0.77,9.442400000000001
B,2,217.6,FALSE,FALSE,FALSE,1.2,7.5,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B2,0.73,16.32
A,5,111.9,TRUE,FALSE,TRUE,NA,NA,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A5,NA,NA
B,2,184,FALSE,FALSE,FALSE,2,7.8,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Transplantation,TRUE,FALSE,1,0,119,B2,0.55,14.352
A,4,64.6,FALSE,FALSE,FALSE,1,7.5,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A4,0.77,4.845
A,2,86.7,FALSE,FALSE,FALSE,1.3,7.3,2024-08-28T00:00:00Z,2024-08-28T00:00:00Z,Control,FALSE,FALSE,1,0,119,A2,0.7,6.3290999999999995
B,7,68.2,FALSE,FALSE,FALSE,1,6.9,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B7,0.77,4.705800000000001
A,1,50.8,FALSE,FALSE,FALSE,1.3,6.1,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Control,FALSE,FALSE,1,0,126,A1,0.7,3.0987999999999998
B,7,79.5,FALSE,FALSE,FALSE,1,6.8,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B7,0.77,5.406000000000001
B,6,89.3,FALSE,FALSE,TRUE,0.6,5.7,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B6,0.86,5.0901
A,6,38.1,FALSE,FALSE,FALSE,1.4,5.5,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Control,FALSE,FALSE,1,0,126,A6,0.6799999999999999,2.0955
B,8,147.3,FALSE,FALSE,TRUE,0.4,5.9,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B8,0.91,8.690700000000001
D,9,141.3,FALSE,FALSE,FALSE,1.2,6.2,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,126,D9,0.73,8.7606
B,7,74.6,FALSE,FALSE,FALSE,1.6,7.8,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B7,0.64,5.8187999999999995
D,2,52.8,FALSE,FALSE,FALSE,0.4,6.9,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,126,D2,0.91,3.6432
D,11,100,TRUE,TRUE,FALSE,NA,NA,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,126,D11,NA,NA
C,4,38.3,TRUE,TRUE,FALSE,NA,NA,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germination,FALSE,TRUE,1,0,126,C4,NA,NA
B,9,45.3,TRUE,TRUE,FALSE,NA,NA,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B9,NA,NA
C,12,39.3,TRUE,TRUE,FALSE,NA,NA,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germination,FALSE,TRUE,1,0,126,C12,NA,NA
C,12,34.3,TRUE,TRUE,FALSE,NA,NA,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germination,FALSE,TRUE,1,0,126,C12,NA,NA
C,12,32.2,TRUE,TRUE,FALSE,NA,NA,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germination,FALSE,TRUE,1,0,126,C12,NA,NA
B,3,113.1,FALSE,TRUE,TRUE,1,7.4,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B3,0.77,8.3694
D,2,67.9,FALSE,FALSE,FALSE,1.5,9.1,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,126,D2,0.6599999999999999,6.1789000000000005
D,2,48.1,FALSE,FALSE,FALSE,1.8,9.6,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,126,D2,0.5900000000000001,4.6176
D,3,103,FALSE,FALSE,TRUE,0.8,7.8,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,126,D3,0.8200000000000001,8.034
C,4,52.3,TRUE,TRUE,FALSE,NA,NA,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germination,FALSE,TRUE,1,0,126,C4,NA,NA
A,12,85.2,FALSE,TRUE,TRUE,1.6,9.5,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Control,FALSE,FALSE,1,0,126,A12,0.64,8.094000000000001
D,8,55.1,FALSE,FALSE,TRUE,1.4,9.7,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,126,D8,0.6799999999999999,5.3447
A,12,104.3,FALSE,FALSE,FALSE,2.4,9.1,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Control,FALSE,FALSE,1,0,126,A12,0.44999999999999996,9.491299999999999
A,12,72.6,FALSE,FALSE,TRUE,2.1,8.8,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Control,FALSE,FALSE,1,0,126,A12,0.52,6.3888
B,6,102,FALSE,TRUE,FALSE,2.1,5.5,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B6,0.52,5.61
D,3,84.5,FALSE,FALSE,FALSE,1.3,7.5,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,126,D3,0.7,6.3374999999999995
B,12,184.4,FALSE,TRUE,TRUE,1.6,7.8,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B12,0.64,14.3832
B,7,103.7,FALSE,FALSE,FALSE,1.4,8.1,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B7,0.6799999999999999,8.399700000000001
C,2,63,FALSE,FALSE,FALSE,1.4,7.6,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germination,FALSE,TRUE,1,0,126,C2,0.6799999999999999,4.788
B,1,115.7,FALSE,TRUE,TRUE,2.5,5.7,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B1,0.43000000000000005,6.5949
C,5,99,FALSE,FALSE,TRUE,0.9,8.5,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germination,FALSE,TRUE,1,0,126,C5,0.8,8.415000000000001
C,4,65.9,TRUE,TRUE,FALSE,3.2,3.5,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germination,FALSE,TRUE,1,0,126,C4,0.27,2.3065
B,6,87.6,FALSE,FALSE,TRUE,1.6,7.7,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B6,0.64,6.7452
B,2,118.7,FALSE,FALSE,FALSE,1.1,7.3,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B2,0.75,8.665099999999999
A,10,28.8,FALSE,FALSE,FALSE,1.3,8.7,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Control,FALSE,FALSE,1,0,126,A10,0.7,2.5056
B,1,92.6,FALSE,FALSE,FALSE,1.5,5.8,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B1,0.6599999999999999,5.370799999999999
B,6,95,FALSE,TRUE,TRUE,0.8,7.1,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B6,0.8200000000000001,6.744999999999999
A,12,50.3,FALSE,FALSE,FALSE,1.4,5.7,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Control,FALSE,FALSE,1,0,126,A12,0.6799999999999999,2.8670999999999998
B,5,117.3,FALSE,FALSE,TRUE,1.2,7.1,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B5,0.73,8.328299999999999
A,6,110.3,FALSE,TRUE,FALSE,1.7,5.6,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Control,FALSE,FALSE,1,0,126,A6,0.61,6.176799999999999
C,2,65.3,FALSE,FALSE,FALSE,1.6,7,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germination,FALSE,TRUE,1,0,126,C2,0.64,4.571000000000001
C,1,37.1,FALSE,TRUE,TRUE,1.4,1.9,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germination,FALSE,TRUE,1,0,126,C1,0.6799999999999999,0.7049
C,12,24.6,TRUE,TRUE,FALSE,1.7,2.2,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Germination,FALSE,TRUE,1,0,126,C12,0.61,0.5412000000000001
A,12,47.8,FALSE,FALSE,TRUE,1.6,4.3,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Control,FALSE,FALSE,1,0,126,A12,0.64,2.0553999999999997
B,5,73.5,FALSE,FALSE,FALSE,2,6.6,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Transplantation,TRUE,FALSE,1,0,126,B5,0.55,4.851
A,2,170.4,FALSE,TRUE,TRUE,1,7.1,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Control,FALSE,FALSE,1,0,126,A2,0.77,12.0984
A,5,115.7,FALSE,FALSE,TRUE,2.1,7.1,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Control,FALSE,FALSE,1,0,126,A5,0.52,8.214699999999999
A,4,71.1,FALSE,TRUE,TRUE,1.8,4.7,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Control,FALSE,FALSE,1,0,126,A4,0.5900000000000001,3.3417
A,10,68.8,FALSE,FALSE,FALSE,1.7,NA,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,Control,FALSE,FALSE,1,0,126,A10,0.61,NA
A,2,117.1,FALSE,FALSE,FALSE,0.6,9.2,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Control,FALSE,FALSE,1,0,133,A2,0.86,10.7732
D,5,57,FALSE,FALSE,FALSE,1.4,7.2,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,133,D5,0.6799999999999999,4.104
C,11,88,FALSE,FALSE,FALSE,2.1,10.5,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germination,FALSE,TRUE,1,0,133,C11,0.52,9.24
A,2,25,TRUE,FALSE,FALSE,NA,NA,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Control,FALSE,FALSE,1,0,133,A2,NA,NA
C,8,40.8,TRUE,FALSE,FALSE,NA,NA,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germination,FALSE,TRUE,1,0,133,C8,NA,NA
A,1,47.2,TRUE,FALSE,FALSE,NA,NA,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Control,FALSE,FALSE,1,0,133,A1,NA,NA
C,10,24.5,TRUE,FALSE,FALSE,NA,NA,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germination,FALSE,TRUE,1,0,133,C10,NA,NA
D,9,104.2,FALSE,FALSE,FALSE,1.9,9,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,133,D9,0.5700000000000001,9.378
D,7,43.8,FALSE,FALSE,FALSE,1.9,8.6,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,133,D7,0.5700000000000001,3.7667999999999995
A,6,92.6,FALSE,FALSE,FALSE,1.7,8.4,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Control,FALSE,FALSE,1,0,133,A6,0.61,7.7784
C,2,66,FALSE,FALSE,FALSE,2,10.2,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germination,FALSE,TRUE,1,0,133,C2,0.55,6.731999999999999
D,4,85.3,FALSE,FALSE,TRUE,1.1,8.2,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,133,D4,0.75,6.994599999999999
D,9,86,FALSE,FALSE,FALSE,2.2,9.4,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,133,D9,0.5,8.084
C,7,29.8,TRUE,FALSE,FALSE,NA,NA,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germination,FALSE,TRUE,1,0,133,C7,NA,NA
D,2,27.5,TRUE,FALSE,FALSE,NA,NA,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,133,D2,NA,NA
C,2,78.4,TRUE,TRUE,FALSE,1,8,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germination,FALSE,TRUE,1,0,133,C2,0.77,6.272
B,12,37.6,TRUE,TRUE,FALSE,NA,NA,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Transplantation,TRUE,FALSE,1,0,133,B12,NA,NA
D,11,93.1,FALSE,FALSE,FALSE,3.4,9.2,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germ+Trans,TRUE,TRUE,1,0,133,D11,0.22999999999999998,8.565199999999999
C,7,110,FALSE,FALSE,FALSE,NA,8.1,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germination,FALSE,TRUE,1,0,133,C7,NA,8.91
C,11,35.7,TRUE,TRUE,FALSE,NA,NA,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germination,FALSE,TRUE,1,0,133,C11,NA,NA
C,12,28,TRUE,FALSE,FALSE,NA,NA,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germination,FALSE,TRUE,1,0,133,C12,NA,NA
B,4,110.2,TRUE,FALSE,FALSE,1.2,8.8,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Transplantation,TRUE,FALSE,1,0,133,B4,0.73,9.697600000000001
C,3,31.1,TRUE,FALSE,FALSE,NA,NA,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Germination,FALSE,TRUE,1,0,133,C3,NA,NA
A,2,224.3,FALSE,FALSE,FALSE,2.1,8.6,2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,Control,FALSE,FALSE,1,0,133,A2,0.52,19.2898
