row,pot,mass,ber,fungus,cracking,penetrometer,sugar_avg,date_harvest,date_analysis,treatment,transplantation,germination,fruit,daysfromharvesttoanalysis,daysfromgermination,plant,ripeness,sugar_grams
D,10,13.4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,12,19.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D12,NA,NA
D,10,40.9,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,6,56.3,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,6,44.4,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,9,11.4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,10,9.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,10,9.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,6,55.5,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,6,60.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,12,31.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D12,NA,NA
D,9,15.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,9,26.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,10,16.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,9,24.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,9,9.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,6,52.3,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
C,12,28.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,10,14.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,6,35.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,10,18.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,8,19.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D8,NA,NA
D,10,22.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,10,15.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,9,13.3,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,12,22.4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D12,NA,NA
D,6,32.4,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,6,33.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,11,22.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D11,NA,NA
D,10,22.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,9,16.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,6,19.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,10,23.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,9,15,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,6,45.8,TRUE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,10,39.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,10,30.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,9,9.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,10,13.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,10,31.4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
D,6,14.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,6,39.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,6,19.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
C,12,34.2,FALSE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,9,10.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,6,22,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,6,11.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,12,35.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D12,NA,NA
D,6,40.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,9,14.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,10,17.5,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
C,12,15.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,59,TRUE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,6,11.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
C,12,11.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,6,19.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,9,11,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
C,12,47,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,19.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,6,22.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
C,12,16.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,20.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,15.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,9,12.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,9,14.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,6,29.1,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
C,12,28.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,9,14.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,6,24.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
C,12,10.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,13.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,6,33.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
C,12,49.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,21.5,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,36.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,33.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,10,11.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D10,NA,NA
C,12,22.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,9,19.4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,6,32.6,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
D,9,17.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,6,29.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
C,12,26.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,9,10.4,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
C,12,79.8,TRUE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,23.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,15.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,10.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,16.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,77,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,9,12.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
D,9,11.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
C,12,20.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,14.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,9,12.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
C,12,11.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,19.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,12,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,16.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,27,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,34.6,FALSE,TRUE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,30.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,6,31,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D6,NA,NA
C,12,25.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,9,13,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D9,NA,NA
C,12,24.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,30.3,FALSE,TRUE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,24.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,47.6,FALSE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,13.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
C,12,12.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C12,NA,NA
D,8,69.2,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D8,NA,NA
D,12,39,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D12,NA,NA
D,11,32.9,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D11,NA,NA
D,1,51.1,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D1,NA,NA
D,1,57.7,FALSE,TRUE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D1,NA,NA
B,5,41.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Transplantation,TRUE,FALSE,1,6,166,B5,NA,NA
C,11,38.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C11,NA,NA
D,8,22.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D8,NA,NA
A,6,43.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
D,12,44,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D12,NA,NA
D,11,34.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D11,NA,NA
D,12,28.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D12,NA,NA
A,6,36.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
B,5,19.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Transplantation,TRUE,FALSE,1,6,166,B5,NA,NA
A,6,51.3,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
A,6,9.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
A,6,35.9,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
C,11,23.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germination,FALSE,TRUE,1,6,166,C11,NA,NA
A,6,25.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
A,6,37,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
A,5,33.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A5,NA,NA
A,6,49.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
A,6,24.6,TRUE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
A,6,19.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
D,12,40.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D12,NA,NA
A,6,22.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
A,5,22.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A5,NA,NA
D,11,19.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Germ+Trans,TRUE,TRUE,1,6,166,D11,NA,NA
A,6,27.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
A,6,21.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
A,5,27.8,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A5,NA,NA
A,5,44.1,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A5,NA,NA
A,6,20.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
A,5,43.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A5,NA,NA
A,6,12.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
A,6,34.6,TRUE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
A,5,28.4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A5,NA,NA
A,5,43.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A5,NA,NA
A,6,16.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
A,6,26.1,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A6,NA,NA
A,4,36.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A4,NA,NA
A,4,62.3,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A4,NA,NA
A,5,39.4,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-14T00:00:00Z,Control,FALSE,FALSE,1,6,166,A5,NA,NA
