"","Treatment","Transplantation","Germination","Time","Date","DaysFromGermination","Row","Pot","Plant","Device","AmbientHumidity","AmbientTemperature","LeafTemperature","AmbientPressure","AmbientLight","PhiPS2","LogitPhiPS2"
"354","Control",FALSE,FALSE,"12:30:57","2024-06-27",57,"A","11","A11","Li600",86.54,25.36,26.1,973.2,32,0.780929,1.27108835842831
"355","Transplantation",TRUE,FALSE,"12:31:20","2024-06-27",57,"B","1","B1","Li600",86.03,25.49,26.77,973.2,185,0.766286,1.18745732258952
"356","Transplantation",TRUE,FALSE,"12:31:48","2024-06-27",57,"B","4","B4","Li600",84.82,25.64,27.61,973.3,345,0.732816,1.00895708755262
"357","Transplantation",TRUE,FALSE,"12:32:29","2024-06-27",57,"B","9","B9","Li600",84.06,25.88,27.05,973.3,350,0.752436,1.11164680873243
"358","Transplantation",TRUE,FALSE,"12:32:35","2024-06-27",57,"B","10","B10","Li600",84.73,25.92,26.86,973.3,417,0.992801,4.92658811365495
"359","Transplantation",TRUE,FALSE,"12:32:59","2024-06-27",57,"B","12","B12","Li600",82.32,26.04,25.61,973.4,253,0.761261,1.1596053638366
"360","Germination",FALSE,TRUE,"12:33:11","2024-06-27",57,"C","1","C1","Li600",85.79,26.11,28.19,973.4,209,0.705945,0.875770506103574
"361","Germination",FALSE,TRUE,"12:33:31","2024-06-27",57,"C","3","C3","Li600",87.08,26.22,27.86,973.3,207,0.995055,5.30442104693815
"362","Germination",FALSE,TRUE,"12:33:37","2024-06-27",57,"C","4","C4","Li600",86.15,26.26,27.05,973.3,247,0.746097,1.07790331424437
"363","Germination",FALSE,TRUE,"12:33:44","2024-06-27",57,"C","5","C5","Li600",85.91,26.29,26.59,973.3,228,0.740361,1.04784570041068
"364","Germination",FALSE,TRUE,"12:33:51","2024-06-27",57,"C","6","C6","Li600",85.25,26.33,27.05,973.4,149,0.73767,1.03389331693729
"365","Germination",FALSE,TRUE,"12:33:58","2024-06-27",57,"C","7","C7","Li600",84.65,26.36,27.09,973.4,139,0.745232,1.07334225218362
"366","Germination",FALSE,TRUE,"12:34:10","2024-06-27",57,"C","9","C9","Li600",83.51,26.43,27.25,973.4,215,0.745409,1.07427472509592
"367","Germination",FALSE,TRUE,"12:34:17","2024-06-27",57,"C","10","C10","Li600",82.89,26.46,26.54,973.4,303,0.827462,1.56774568268041
"368","Germination",FALSE,TRUE,"12:34:23","2024-06-27",57,"C","11","C11","Li600",82.54,26.49,26.19,973.4,287,0.741274,1.05260074087358
"369","Germ+Trans",TRUE,TRUE,"12:34:42","2024-06-27",57,"D","1","D1","Li600",82.82,26.58,27.94,973.4,262,0.738607,1.03874095781459
"370","Germ+Trans",TRUE,TRUE,"12:35:10","2024-06-27",57,"D","5","D5","Li600",81.36,26.72,26.87,973.4,441,0.744292,1.06839726248216
"371","Germ+Trans",TRUE,TRUE,"12:35:16","2024-06-27",57,"D","6","D6","Li600",81.64,26.75,27.11,973.4,440,0.71928,0.940892980401558
"372","Germ+Trans",TRUE,TRUE,"12:35:39","2024-06-27",57,"D","9","D9","Li600",80.85,26.87,27.24,973.5,454,0.729862,0.993922535639335
"373","Germ+Trans",TRUE,TRUE,"12:35:44","2024-06-27",57,"D","10","D10","Li600",80.28,26.9,27.08,973.5,351,0.89498,2.14265056344674
"374","Germ+Trans",TRUE,TRUE,"12:36:03","2024-06-27",57,"D","12","D12","Li600",79.97,26.99,27.15,973.5,283,0.726439,0.976629883544766
"375","Control",FALSE,FALSE,"12:15:23","2024-06-20",50,"A","1","A1","Li600",75.56,24.35,27.05,987.9,308,0.679518,0.751557610769491
"376","Control",FALSE,FALSE,"12:15:29","2024-06-20",50,"A","2","A2","Li600",77.68,24.37,26.96,987.9,369,0.684086,0.772613616065094
"377","Control",FALSE,FALSE,"12:15:35","2024-06-20",50,"A","3","A3","Li600",78.97,24.4,28.19,987.9,339,0.686296,0.782859155391297
"378","Control",FALSE,FALSE,"12:15:46","2024-06-20",50,"A","4","A4","Li600",78.07,24.45,27.54,987.9,246,0.692163,0.810251054905666
"379","Control",FALSE,FALSE,"12:15:58","2024-06-20",50,"A","5","A5","Li600",78.67,24.5,27.11,987.9,380,0.695557,0.826229085923991
"380","Control",FALSE,FALSE,"12:16:07","2024-06-20",50,"A","6","A6","Li600",78.86,24.53,26.87,988,342,0.698087,0.838204840427226
"381","Control",FALSE,FALSE,"12:16:17","2024-06-20",50,"A","7","A7","Li600",78.29,24.58,28.32,988,252,0.682708,0.766244756994527
"382","Control",FALSE,FALSE,"12:16:32","2024-06-20",50,"A","9","A9","Li600",78.38,24.65,27.62,988,263,0.692138,0.810133727080815
"383","Control",FALSE,FALSE,"12:17:21","2024-06-20",50,"A","10","A10","Li600",76.79,24.91,25.97,987.8,276,0.736049,1.02553321274097
"384","Control",FALSE,FALSE,"12:17:29","2024-06-20",50,"A","11","A11","Li600",78.18,24.96,26.37,987.8,303,0.705993,0.876001745850875
"385","Transplantation",TRUE,FALSE,"12:18:27","2024-06-20",50,"B","1","B1","Li600",76.09,25.33,26.64,987.9,424,0.711526,0.902806998808231
"386","Transplantation",TRUE,FALSE,"12:18:47","2024-06-20",50,"B","3","B3","Li600",77.05,25.47,26.36,987.8,520,0.705569,0.873959889262858
"387","Transplantation",TRUE,FALSE,"12:18:53","2024-06-20",50,"B","4","B4","Li600",75.94,25.51,26.52,987.8,516,0.995321,5.35998088631144
"388","Transplantation",TRUE,FALSE,"12:19:08","2024-06-20",50,"B","6","B6","Li600",73.93,25.6,26.72,987.8,512,0.704142,0.867100430876662
"389","Transplantation",TRUE,FALSE,"12:19:31","2024-06-20",50,"B","7","B7","Li600",73.13,25.75,26.83,987.9,467,0.728824,0.988664219673711
"390","Transplantation",TRUE,FALSE,"12:19:36","2024-06-20",50,"B","8","B8","Li600",74.59,25.78,26.85,987.9,574,0.700657,0.850428393189933
"391","Transplantation",TRUE,FALSE,"12:19:42","2024-06-20",50,"B","9","B9","Li600",74.11,25.82,25.86,987.9,405,0.740677,1.04949024387122
"392","Transplantation",TRUE,FALSE,"12:19:51","2024-06-20",50,"B","10","B10","Li600",72.65,25.87,27.02,988,388,0.717871,0.933925474018511
"393","Transplantation",TRUE,FALSE,"12:20:06","2024-06-20",50,"B","12","B12","Li600",73.6,25.95,26.02,988,426,0.718911,0.939066221861997
"394","Germination",FALSE,TRUE,"12:20:31","2024-06-20",50,"C","1","C1","Li600",74.08,26.09,27.57,988,250,0.702179,0.857695722388174
"395","Germination",FALSE,TRUE,"12:20:38","2024-06-20",50,"C","2","C2","Li600",76.97,26.14,27.4,987.9,216,0.69937,0.844299657061894
"396","Germination",FALSE,TRUE,"12:20:45","2024-06-20",50,"C","3","C3","Li600",74,26.18,26.41,987.9,200,0.690654,0.803178583219153
"397","Germination",FALSE,TRUE,"12:20:51","2024-06-20",50,"C","4","C4","Li600",73.18,26.21,26.39,987.9,311,0.781236,1.27288375770024
"398","Germination",FALSE,TRUE,"12:20:57","2024-06-20",50,"C","5","C5","Li600",75.02,26.24,27.08,987.9,342,0.705543,0.873834736872231
"399","Germination",FALSE,TRUE,"12:21:04","2024-06-20",50,"C","6","C6","Li600",69.9,26.28,26.19,987.9,347,0.711234,0.901384818024916
"400","Germination",FALSE,TRUE,"12:21:17","2024-06-20",50,"C","8","C8","Li600",72.54,26.34,26.79,987.9,225,0.706232,0.877153455233415
"401","Germination",FALSE,TRUE,"12:21:22","2024-06-20",50,"C","9","C9","Li600",70.86,26.37,29.81,987.9,176,0.704403,0.868353595384014
"402","Germination",FALSE,TRUE,"12:21:27","2024-06-20",50,"C","10","C10","Li600",70.14,26.4,25.95,987.9,157,0.724614,0.967465349425491
"403","Germination",FALSE,TRUE,"12:21:33","2024-06-20",50,"C","11","C11","Li600",69.48,26.42,26.76,988,175,0.974207,3.63152066944473
"404","Germination",FALSE,TRUE,"12:21:40","2024-06-20",50,"C","12","C12","Li600",69.99,26.46,25.34,988,152,0.720993,0.949392557387593
"405","Germ+Trans",TRUE,TRUE,"12:21:54","2024-06-20",50,"D","1","D1","Li600",71.22,26.52,25.66,988,279,0.746765,1.08143263257358
"406","Germ+Trans",TRUE,TRUE,"12:22:03","2024-06-20",50,"D","2","D2","Li600",70.43,26.57,26.04,988,276,0.72785,0.983741598130461
"407","Germ+Trans",TRUE,TRUE,"12:22:08","2024-06-20",50,"D","3","D3","Li600",68.27,26.59,26.2,988,311,0.997326,5.92150221877831
"408","Germ+Trans",TRUE,TRUE,"12:22:14","2024-06-20",50,"D","4","D4","Li600",70.6,26.62,25.9,988,307,0.734044,1.01523809075641
"409","Germ+Trans",TRUE,TRUE,"12:22:20","2024-06-20",50,"D","5","D5","Li600",71.15,26.65,25.87,988,349,0.735424,1.02231865901592
"410","Germ+Trans",TRUE,TRUE,"12:22:30","2024-06-20",50,"D","6","D6","Li600",68.24,26.7,27.58,987.9,402,0.967932,3.40730318869449
"411","Germ+Trans",TRUE,TRUE,"12:22:37","2024-06-20",50,"D","7","D7","Li600",70.98,26.73,27.07,988,397,0.72145,0.951665499276441
"412","Germ+Trans",TRUE,TRUE,"12:22:42","2024-06-20",50,"D","8","D8","Li600",71.62,26.76,26.67,988,421,0.717654,0.932854289545247
"413","Germ+Trans",TRUE,TRUE,"12:22:51","2024-06-20",50,"D","9","D9","Li600",70.88,26.8,25.95,987.9,482,0.722283,0.955814419273066
"414","Germ+Trans",TRUE,TRUE,"12:22:58","2024-06-20",50,"D","10","D10","Li600",70.32,26.83,26.62,987.9,415,0.730293,0.996109638904695
"415","Germ+Trans",TRUE,TRUE,"12:23:08","2024-06-20",50,"D","11","D11","Li600",69.44,26.88,32.15,987.9,467,0.661049,0.66797241304981
"416","Germ+Trans",TRUE,TRUE,"12:23:24","2024-06-20",50,"D","12","D12","Li600",68.87,26.97,26.3,987.9,435,0.718949,0.939254275827969
"417","Control",FALSE,FALSE,"12:18:14","2024-06-25",55,"A","1","A1","Li600",76,24.83,27,977.3,338,0.71379,0.913862994318528
"418","Control",FALSE,FALSE,"12:18:21","2024-06-25",55,"A","2","A2","Li600",77.7,24.87,27.39,977.3,339,0.69433,0.820441263158912
"419","Control",FALSE,FALSE,"12:18:39","2024-06-25",55,"A","3","A3","Li600",79.29,24.97,27.45,977.4,287,0.701231,0.853166662445899
"420","Control",FALSE,FALSE,"12:18:56","2024-06-25",55,"A","5","A5","Li600",77.4,25.07,26.92,977.2,304,0.709186,0.8914339458983
"421","Control",FALSE,FALSE,"12:19:07","2024-06-25",55,"A","6","A6","Li600",77.34,25.13,26.36,977.2,298,0.700051,0.847540729327746
"422","Control",FALSE,FALSE,"12:19:43","2024-06-25",55,"A","7","A7","Li600",75.35,25.35,27.1,977.1,303,0.694488,0.821185825718127
"423","Control",FALSE,FALSE,"12:19:59","2024-06-25",55,"A","9","A9","Li600",73.23,25.44,26.89,977.1,201,0.721336,0.951098293156285
"424","Control",FALSE,FALSE,"12:20:10","2024-06-25",55,"A","10","A10","Li600",73.17,25.51,27.67,977.2,304,0.713447,0.912184642127973
"425","Control",FALSE,FALSE,"12:20:25","2024-06-25",55,"A","11","A11","Li600",73.95,25.6,25.88,977.2,290,0.734008,1.01505369459622
"426","Control",FALSE,FALSE,"12:20:31","2024-06-25",55,"A","12","A12","Li600",72.29,25.64,26.74,977.2,224,0.71065,0.898543016165173
"427","Transplantation",TRUE,FALSE,"12:20:51","2024-06-25",55,"B","1","B1","Li600",71.51,25.76,25.59,977.2,343,0.738408,1.03771047929046
"428","Transplantation",TRUE,FALSE,"12:21:08","2024-06-25",55,"B","2","B2","Li600",73.61,25.86,25.91,977.2,441,0.735003,1.02015607566973
"429","Transplantation",TRUE,FALSE,"12:21:15","2024-06-25",55,"B","3","B3","Li600",71.31,25.9,26.01,977.2,478,0.720898,0.948920350689831
"430","Transplantation",TRUE,FALSE,"12:21:25","2024-06-25",55,"B","4","B4","Li600",69.65,25.96,26.25,977.2,420,0.742123,1.05703227056649
"431","Transplantation",TRUE,FALSE,"12:21:31","2024-06-25",55,"B","5","B5","Li600",69.37,25.99,26.08,977.2,396,0.722767,0.958228594043561
"432","Transplantation",TRUE,FALSE,"12:21:36","2024-06-25",55,"B","6","B6","Li600",70.83,26.02,26.24,977.3,482,0.717171,0.930471831154541
"433","Transplantation",TRUE,FALSE,"12:21:49","2024-06-25",55,"B","8","B8","Li600",68.98,26.1,25.95,977.3,466,0.704346,0.86807986100881
"434","Transplantation",TRUE,FALSE,"12:21:57","2024-06-25",55,"B","9","B9","Li600",69.44,26.14,25.79,977.3,469,0.703929,0.866078208373435
"435","Transplantation",TRUE,FALSE,"12:22:05","2024-06-25",55,"B","10","B10","Li600",68.66,26.18,26.69,977.2,459,0.710442,0.897531689182239
"436","Transplantation",TRUE,FALSE,"12:22:12","2024-06-25",55,"B","11","B11","Li600",69.19,26.22,26.38,977.2,484,0.710624,0.89841657673378
"437","Transplantation",TRUE,FALSE,"12:22:19","2024-06-25",55,"B","12","B12","Li600",68.49,26.25,26.99,977.2,438,0.724958,0.969189908864449
"438","Germination",FALSE,TRUE,"12:22:35","2024-06-25",55,"C","1","C1","Li600",69.24,26.34,27.48,977.1,274,0.720209,0.945498551784124
"439","Germination",FALSE,TRUE,"12:22:46","2024-06-25",55,"C","2","C2","Li600",73.65,26.4,25.81,977.2,312,0.699271,0.843828836827975
"440","Germination",FALSE,TRUE,"12:22:53","2024-06-25",55,"C","3","C3","Li600",71.53,26.43,26.04,977.2,226,0.704612,0.86935755031373
"441","Germination",FALSE,TRUE,"12:22:58","2024-06-25",55,"C","4","C4","Li600",69.64,26.46,26.7,977.2,308,0.714957,0.91958235494458
"442","Germination",FALSE,TRUE,"12:23:21","2024-06-25",55,"C","7","C7","Li600",68.12,26.56,26.04,977.2,172,0.720343,0.946163635218397
"443","Germination",FALSE,TRUE,"12:23:30","2024-06-25",55,"C","8","C8","Li600",67.31,26.61,26.64,977.2,186,0.725102,0.969912214842114
"444","Germination",FALSE,TRUE,"12:23:36","2024-06-25",55,"C","9","C9","Li600",67.21,26.63,26.25,977.2,238,0.709625,0.893563470400317
"445","Germination",FALSE,TRUE,"12:23:42","2024-06-25",55,"C","10","C10","Li600",67.82,26.66,25.32,977.2,194,0.717796,0.933555192452393
"446","Germination",FALSE,TRUE,"12:23:47","2024-06-25",55,"C","11","C11","Li600",66.22,26.68,26,977.2,250,0.720972,0.949288166370661
"447","Germination",FALSE,TRUE,"12:23:52","2024-06-25",55,"C","12","C12","Li600",67.8,26.7,26.14,977.2,181,0.721129,0.950068730144174
"448","Germ+Trans",TRUE,TRUE,"12:24:05","2024-06-25",55,"D","1","D1","Li600",67.17,26.75,25.85,977.2,344,0.737928,1.0352269836972
"449","Germ+Trans",TRUE,TRUE,"12:24:16","2024-06-25",55,"D","2","D2","Li600",65.58,26.8,25.95,977.2,265,0.749236,1.09454176288422
"450","Germ+Trans",TRUE,TRUE,"12:24:22","2024-06-25",55,"D","3","D3","Li600",67.57,26.83,25.6,977.2,380,0.742738,1.0602483371793
"451","Germ+Trans",TRUE,TRUE,"12:24:29","2024-06-25",55,"D","4","D4","Li600",65.49,26.86,25.52,977.2,312,0.74664,1.08077173902711
"452","Germ+Trans",TRUE,TRUE,"12:24:43","2024-06-25",55,"D","5","D5","Li600",68.75,26.92,25.99,977.2,384,0.71619,0.925640494699656
"453","Germ+Trans",TRUE,TRUE,"12:24:53","2024-06-25",55,"D","6","D6","Li600",65.57,26.97,26.39,977.3,381,0.744955,1.07188381369312
"454","Germ+Trans",TRUE,TRUE,"12:25:00","2024-06-25",55,"D","7","D7","Li600",67.86,26.99,25.97,977.2,335,0.734115,1.01560180761876
"455","Germ+Trans",TRUE,TRUE,"12:25:07","2024-06-25",55,"D","8","D8","Li600",68.52,27.03,26.17,977.3,355,0.758827,1.14625930163776
"456","Germ+Trans",TRUE,TRUE,"12:25:16","2024-06-25",55,"D","9","D9","Li600",65.72,27.06,25.59,977.2,372,0.751067,1.10431107821363
"457","Germ+Trans",TRUE,TRUE,"12:25:35","2024-06-25",55,"D","11","D11","Li600",67.36,27.14,26.32,977.3,347,0.737379,1.03239007875005
"458","Germ+Trans",TRUE,TRUE,"12:25:42","2024-06-25",55,"D","12","D12","Li600",64.99,27.16,25.68,977.3,323,0.747912,1.08750709109241
"459","Control",FALSE,FALSE,"12:56:11","2024-07-09",69,"A","1","A1","Li600",66.94,26.75,29.76,977.5,150,0.717164,0.930437320902799
"460","Control",FALSE,FALSE,"12:56:17","2024-07-09",69,"A","2","A2","Li600",69.97,26.77,30.46,977.5,143,0.709904,0.894917846942435
"461","Control",FALSE,FALSE,"12:56:23","2024-07-09",69,"A","3","A3","Li600",79.06,26.8,30.98,977.5,105,0.715283,0.921182564101171
"462","Control",FALSE,FALSE,"12:56:29","2024-07-09",69,"A","4","A4","Li600",81.6,26.82,30.8,977.4,142,0.730874,0.999061406848783
"463","Control",FALSE,FALSE,"12:56:36","2024-07-09",69,"A","5","A5","Li600",76.03,26.84,30.35,977.4,99,0.738318,1.03724459997755
"464","Control",FALSE,FALSE,"12:56:43","2024-07-09",69,"A","6","A6","Li600",76.39,26.87,30.12,977.4,137,0.716775,0.928520349060801
"465","Control",FALSE,FALSE,"12:56:50","2024-07-09",69,"A","7","A7","Li600",78.89,26.9,31.35,977.5,126,0.735611,1.02327994291637
"466","Control",FALSE,FALSE,"12:56:56","2024-07-09",69,"A","8","A8","Li600",81.05,26.92,30.64,977.5,123,0.748135,1.08869021329357
"467","Control",FALSE,FALSE,"12:57:24","2024-07-09",69,"A","12","A12","Li600",82.39,27.03,31.52,977.4,111,0.782918,1.28275280274559
"468","Transplantation",TRUE,FALSE,"12:57:37","2024-07-09",69,"B","1","B1","Li600",80.3,27.08,29.68,977.4,132,0.763599,1.17251326662313
"469","Transplantation",TRUE,FALSE,"12:57:52","2024-07-09",69,"B","2","B2","Li600",80.21,27.14,28.52,977.4,116,0.765328,1.18211570560155
"470","Transplantation",TRUE,FALSE,"12:57:59","2024-07-09",69,"B","3","B3","Li600",81.51,27.17,28.16,977.4,107,0.773411,1.22767279825757
"471","Transplantation",TRUE,FALSE,"12:58:06","2024-07-09",69,"B","4","B4","Li600",80.75,27.2,28.99,977.4,63,0.788806,1.31774326741272
"472","Transplantation",TRUE,FALSE,"12:58:13","2024-07-09",69,"B","5","B5","Li600",81.82,27.23,30,977.4,122,0.761251,1.15955034178175
"473","Transplantation",TRUE,FALSE,"12:58:20","2024-07-09",69,"B","6","B6","Li600",77.29,27.26,28.64,977.4,92,0.766354,1.18783705460197
"474","Transplantation",TRUE,FALSE,"12:58:25","2024-07-09",69,"B","7","B7","Li600",78.04,27.28,29.41,977.4,88,0.76987,1.207577302786
"475","Transplantation",TRUE,FALSE,"12:58:30","2024-07-09",69,"B","8","B8","Li600",77.59,27.3,29,977.5,107,0.76409,1.1752352069169
"476","Transplantation",TRUE,FALSE,"12:58:37","2024-07-09",69,"B","9","B9","Li600",77.7,27.32,27.51,977.4,125,0.771504,1.21682315178432
"477","Transplantation",TRUE,FALSE,"12:58:41","2024-07-09",69,"B","10","B10","Li600",79.4,27.34,29.83,977.4,121,0.812027,1.46323525534563
"478","Transplantation",TRUE,FALSE,"12:58:51","2024-07-09",69,"B","11","B11","Li600",75.34,27.38,28.32,977.5,120,0.77436,1.23309607286397
"479","Transplantation",TRUE,FALSE,"12:59:00","2024-07-09",69,"B","12","B12","Li600",77.67,27.42,28.29,977.5,112,0.766131,1.18659204386032
"480","Germination",FALSE,TRUE,"12:59:10","2024-07-09",69,"C","1","C1","Li600",80.08,27.46,29.77,977.5,97,0.758465,1.14428226389137
"481","Germination",FALSE,TRUE,"12:59:19","2024-07-09",69,"C","2","C2","Li600",79.49,27.5,28.12,977.5,120,0.766278,1.18741265328388
"482","Germination",FALSE,TRUE,"12:59:26","2024-07-09",69,"C","3","C3","Li600",78.07,27.52,29.63,977.5,199,0.755277,1.12695761070386
"483","Germination",FALSE,TRUE,"12:59:37","2024-07-09",69,"C","5","C5","Li600",77.29,27.57,29.51,977.4,276,0.680484,0.755996958880691
"484","Germination",FALSE,TRUE,"12:59:43","2024-07-09",69,"C","6","C6","Li600",76.79,27.6,29.5,977.4,290,0.651672,0.626396803252287
"485","Germination",FALSE,TRUE,"12:59:48","2024-07-09",69,"C","7","C7","Li600",79.08,27.62,30.38,977.4,291,0.965274,3.32492331293816
"486","Germination",FALSE,TRUE,"12:59:58","2024-07-09",69,"C","8","C8","Li600",77.6,27.67,29.23,977.4,381,0.726968,0.979293455625671
"487","Germination",FALSE,TRUE,"13:00:02","2024-07-09",69,"C","9","C9","Li600",78.06,27.69,30.03,977.4,346,0.684485,0.774460506249971
"488","Germination",FALSE,TRUE,"13:00:08","2024-07-09",69,"C","10","C10","Li600",77.14,27.72,29.75,977.4,364,0.699706,0.845898252049
"489","Germination",FALSE,TRUE,"13:00:13","2024-07-09",69,"C","11","C11","Li600",77.47,27.74,30.35,977.4,453,0.646147,0.602145459421073
"490","Germination",FALSE,TRUE,"13:00:20","2024-07-09",69,"C","12","C12","Li600",77.01,27.77,29.54,977.4,382,0.659919,0.662933275685333
"491","Germ+Trans",TRUE,TRUE,"13:00:35","2024-07-09",69,"D","1","D1","Li600",76.49,27.84,30.13,977.4,416,0.702232,0.857949173949698
"492","Germ+Trans",TRUE,TRUE,"13:00:43","2024-07-09",69,"D","2","D2","Li600",77.04,27.89,29.71,977.4,329,0.737213,1.03153304182069
"493","Germ+Trans",TRUE,TRUE,"13:00:49","2024-07-09",69,"D","3","D3","Li600",78.55,27.91,29.01,977.4,371,0.996619,5.68619702676022
"494","Germ+Trans",TRUE,TRUE,"13:00:53","2024-07-09",69,"D","4","D4","Li600",78.63,27.93,29.97,977.4,402,0.996621,5.68679074953673
"495","Germ+Trans",TRUE,TRUE,"13:00:59","2024-07-09",69,"D","5","D5","Li600",77.68,27.96,29.85,977.4,415,0.726677,0.977827841199888
"496","Germ+Trans",TRUE,TRUE,"13:01:05","2024-07-09",69,"D","6","D6","Li600",78.36,27.99,30.64,977.5,283,0.736967,1.03026361547588
"497","Germ+Trans",TRUE,TRUE,"13:01:13","2024-07-09",69,"D","7","D7","Li600",76.89,28.03,31.84,977.5,449,0.714379,0.916747876659447
"498","Germ+Trans",TRUE,TRUE,"13:01:24","2024-07-09",69,"D","8","D8","Li600",79.59,28.08,29.45,977.5,400,0.739203,1.04183025184195
"499","Germ+Trans",TRUE,TRUE,"13:01:35","2024-07-09",69,"D","10","D10","Li600",77.38,28.14,28.72,977.5,425,0.73024,0.995840572420165
"500","Germ+Trans",TRUE,TRUE,"13:01:40","2024-07-09",69,"D","11","D11","Li600",77.24,28.16,29.2,977.5,428,0.730527,0.997297991691951
"501","Germ+Trans",TRUE,TRUE,"13:01:48","2024-07-09",69,"D","12","D12","Li600",77.68,28.2,30.16,977.5,437,0.733102,1.01041828342743
"502","Control",FALSE,FALSE,"12:35:15","2024-07-02",62,"A","1","A1","Li600",56.39,28.32,28.29,982.1,283,0.705402,0.873156137929474
"503","Control",FALSE,FALSE,"12:35:23","2024-07-02",62,"A","2","A2","Li600",53.9,28.34,28.48,982.1,284,0.723783,0.963304835019837
"504","Control",FALSE,FALSE,"12:35:30","2024-07-02",62,"A","3","A3","Li600",58.14,28.37,27.94,982.1,302,0.690313,0.801583007931589
"505","Control",FALSE,FALSE,"12:35:41","2024-07-02",62,"A","4","A4","Li600",55.15,28.4,27.85,982.1,412,0.698979,0.842440669106956
"506","Control",FALSE,FALSE,"12:35:50","2024-07-02",62,"A","5","A5","Li600",55.41,28.43,27.89,982.2,333,0.72959,0.992543406792337
"507","Control",FALSE,FALSE,"12:35:58","2024-07-02",62,"A","6","A6","Li600",52.15,28.46,27.81,982,193,0.722909,0.958937377691402
"508","Control",FALSE,FALSE,"12:36:03","2024-07-02",62,"A","7","A7","Li600",56.35,28.48,28.49,982,460,0.707309,0.882350183387312
"509","Control",FALSE,FALSE,"12:36:19","2024-07-02",62,"A","8","A8","Li600",59.5,28.55,27.81,982.1,332,0.714051,0.915140915119784
"510","Control",FALSE,FALSE,"12:36:27","2024-07-02",62,"A","9","A9","Li600",54.65,28.59,28.32,982.1,297,0.828918,1.57797826216071
"511","Control",FALSE,FALSE,"12:36:34","2024-07-02",62,"A","10","A10","Li600",55.04,28.62,28.85,982.1,394,0.71026,0.89664713107113
"512","Control",FALSE,FALSE,"12:36:40","2024-07-02",62,"A","11","A11","Li600",56.49,28.65,30.25,982,355,0.685966,0.781326803514252
"513","Control",FALSE,FALSE,"12:36:50","2024-07-02",62,"A","12","A12","Li600",61.1,28.7,30.31,982,463,0.6918,0.808547973617053
"514","Transplantation",TRUE,FALSE,"12:37:03","2024-07-02",62,"B","1","B1","Li600",57.17,28.77,28.21,982,449,0.715461,0.922056763400922
"515","Transplantation",TRUE,FALSE,"12:37:18","2024-07-02",62,"B","2","B2","Li600",50.71,28.85,27.74,982,299,0.738015,1.03567689938342
"516","Transplantation",TRUE,FALSE,"12:37:26","2024-07-02",62,"B","3","B3","Li600",55.64,28.9,28.3,982.1,443,0.711939,0.90481997032056
"517","Transplantation",TRUE,FALSE,"12:37:41","2024-07-02",62,"B","5","B5","Li600",49.15,28.98,27.68,982,470,0.705504,0.873647020358124
"518","Transplantation",TRUE,FALSE,"12:37:47","2024-07-02",62,"B","6","B6","Li600",54.52,29.01,27.69,982.1,401,0.736603,1.02838667704676
"519","Transplantation",TRUE,FALSE,"12:37:56","2024-07-02",62,"B","8","B8","Li600",53.64,29.06,28.1,982.1,484,0.698194,0.838712574255965
"520","Transplantation",TRUE,FALSE,"12:38:09","2024-07-02",62,"B","9","B9","Li600",48.41,29.13,28.16,982.2,315,0.73844,1.03787615020929
"521","Transplantation",TRUE,FALSE,"12:38:15","2024-07-02",62,"B","10","B10","Li600",54.95,29.17,28.37,982.2,397,0.733349,1.01168102681249
"522","Transplantation",TRUE,FALSE,"12:38:22","2024-07-02",62,"B","11","B11","Li600",53.73,29.2,28.72,982.2,430,0.726569,0.9772841495715
"523","Transplantation",TRUE,FALSE,"12:38:33","2024-07-02",62,"B","12","B12","Li600",49.52,29.27,30.86,982.1,403,0.755039,1.12567038934387
"524","Germination",FALSE,TRUE,"12:38:51","2024-07-02",62,"C","1","C1","Li600",51.75,29.37,28.69,982.1,287,0.723224,0.960510479585948
"525","Germination",FALSE,TRUE,"12:39:11","2024-07-02",62,"C","3","C3","Li600",52.79,29.49,26.19,982.1,278,0.734367,1.01689324678395
"526","Germination",FALSE,TRUE,"12:39:18","2024-07-02",62,"C","4","C4","Li600",48.73,29.52,27.9,982.1,306,0.715734,0.923398170029462
"527","Germination",FALSE,TRUE,"12:39:30","2024-07-02",62,"C","6","C6","Li600",49.75,29.59,27.94,982.1,340,0.744875,1.07146279793713
"528","Germination",FALSE,TRUE,"12:39:38","2024-07-02",62,"C","7","C7","Li600",51.79,29.63,26.93,982.1,319,0.711925,0.904751705884906
"529","Germination",FALSE,TRUE,"12:40:00","2024-07-02",62,"C","10","C10","Li600",50.33,29.73,26.9,982.2,314,0.737448,1.03274641960206
"530","Germination",FALSE,TRUE,"12:40:05","2024-07-02",62,"C","11","C11","Li600",49.07,29.76,27.81,982.2,279,0.698709,0.841157771411061
"531","Germination",FALSE,TRUE,"12:40:10","2024-07-02",62,"C","12","C12","Li600",47.31,29.78,28.41,982.2,284,0.734238,1.01623205531416
"532","Germ+Trans",TRUE,TRUE,"12:40:23","2024-07-02",62,"D","1","D1","Li600",54.22,29.84,27.52,982.2,390,0.734044,1.01523809075641
"533","Germ+Trans",TRUE,TRUE,"12:40:31","2024-07-02",62,"D","2","D2","Li600",52.64,29.88,27.9,982.2,335,0.738734,1.03939886485651
