"","Treatment","Transplantation","Germination","Time","Date","DaysFromGermination","Row","Pot","Plant","Device","AmbientHumidity","AmbientTemperature","LeafTemperature","AmbientPressure","AmbientLight","PhiPS2","LogitPhiPS2"
"1033","Control",FALSE,FALSE,"12:07:00","2024-08-01",92,"A","5","A5","MultispeQ",75.13672,32.19,34.09,981.64124,178.836,0.642,0.584055317289261
"1034","Transplantation",TRUE,FALSE,"12:59:00","2024-06-20",50,"B","10","B10","MultispeQ",51.1377,34.86,28.17,988.38843,437.502,0.572,0.290015795798001
"1035","Control",FALSE,FALSE,"12:11:00","2024-08-01",92,"A","6","A6","MultispeQ",73.28125,33.08,34.95,981.5603,353.741,0.611,0.451517615553149
"1036","Transplantation",TRUE,FALSE,"01:01:00","2024-06-20",50,"B","11","B11","MultispeQ",51.20312,34.9,28.25,988.36627,93.177,0.649,0.614646493238224
"1037","Control",FALSE,FALSE,"12:13:00","2024-08-01",92,"A","7","A7","MultispeQ",72.08301,33.63,35.33,981.62006,274.698,0.608,0.438913042175704
"1038","Transplantation",TRUE,FALSE,"01:02:00","2024-06-20",50,"B","12","B12","MultispeQ",51.22559,34.91,28.17,988.29517,137.402,0.637,0.562366821307313
"1039","Control",FALSE,FALSE,"12:16:00","2024-08-01",92,"A","8","A8","MultispeQ",70.75781,34.13,36.03,981.55115,386.352,0.583,0.335100964551691
"1040","Control",FALSE,FALSE,"12:11:00","2024-06-25",55,"A","1","A1","MultispeQ",63.37109,28.94,28.39,978.00195,441.111,0.571,0.285932290727993
"1041","Control",FALSE,FALSE,"12:21:00","2024-08-01",92,"A","9","A9","MultispeQ",67.86426,35.15,36.91,981.48529,389.422,0.552,0.20875481386211
"1042","Control",FALSE,FALSE,"12:13:00","2024-06-25",55,"A","2","A2","MultispeQ",62.44629,29.62,28.81,977.995,375.521,0.603,0.417980916039995
"1043","Control",FALSE,FALSE,"12:25:00","2024-08-01",92,"A","10","A10","MultispeQ",67.08398,35.72,36.67,981.41486,374.487,0.605,0.42634269312972
"1044","Control",FALSE,FALSE,"12:14:00","2024-06-25",55,"A","3","A3","MultispeQ",62.22656,30.25,28.85,977.98126,398.339,0.582,0.330989015206681
"1045","Control",FALSE,FALSE,"12:28:00","2024-08-01",92,"A","11","A11","MultispeQ",65.63867,36.29,36.79,981.42938,210.977,0.635,0.5537276453102
"1046","Control",FALSE,FALSE,"12:16:00","2024-06-25",55,"A","4","A4","MultispeQ",62.19629,30.93,29.33,977.966,406.936,0.581,0.326879836929773
"1047","Control",FALSE,FALSE,"12:30:00","2024-08-01",92,"A","12","A12","MultispeQ",64.21582,36.73,36.83,981.41205,281.55,0.616,0.472604410945793
"1048","Control",FALSE,FALSE,"12:18:00","2024-06-25",55,"A","5","A5","MultispeQ",60.63086,31.61,29.87,977.99823,445.986,0.59,0.363965377201411
"1049","Transplantation",TRUE,FALSE,"12:32:00","2024-08-01",92,"B","1","B1","MultispeQ",59.87207,37.08,36.25,981.32983,68.841,0.686,0.781484641817632
"1050","Transplantation",TRUE,FALSE,"12:33:00","2024-08-01",92,"B","2","B2","MultispeQ",58.15918,37.26,35.95,981.24127,307.026,0.636,0.558044695703381
"1051","Control",FALSE,FALSE,"12:19:00","2024-06-25",55,"A","6","A6","MultispeQ",58.6084,32.14,30.05,978.00665,439.218,0.577,0.310470087461821
"1052","Transplantation",TRUE,FALSE,"12:35:00","2024-08-01",92,"B","3","B3","MultispeQ",56.91113,37.41,35.29,981.27716,325.107,0.601,0.409633517645344
"1053","Control",FALSE,FALSE,"12:21:00","2024-06-25",55,"A","7","A7","MultispeQ",57.44336,32.66,30.33,977.99982,469.395,0.568,0.273695830477041
"1054","Transplantation",TRUE,FALSE,"12:37:00","2024-08-01",92,"B","4","B4","MultispeQ",55.92285,37.5,35.29,981.2478,203.58,0.65,0.619039208406224
"1055","Control",FALSE,FALSE,"12:23:00","2024-06-25",55,"A","8","A8","MultispeQ",55.39941,33.1,30.29,978.05591,417.02,0.542,0.168396817325461
"1056","Transplantation",TRUE,FALSE,"12:38:00","2024-08-01",92,"B","5","B5","MultispeQ",54.53809,37.6,35.21,981.21875,308.28,0.616,0.472604410945793
"1057","Control",FALSE,FALSE,"12:24:00","2024-06-25",55,"A","9","A9","MultispeQ",52.67383,33.38,30.97,977.97034,425.406,0.601,0.409633517645344
"1058","Transplantation",TRUE,FALSE,"12:40:00","2024-08-01",92,"B","6","B6","MultispeQ",55.48535,37.67,34.87,981.20502,264.634,0.628,0.523646312195052
"1059","Control",FALSE,FALSE,"12:26:00","2024-06-25",55,"A","10","A10","MultispeQ",51.09766,33.67,31.15,978.00421,206.321,0.604,0.422159986680334
"1060","Transplantation",TRUE,FALSE,"12:42:00","2024-08-01",92,"B","7","B7","MultispeQ",53.95605,37.75,34.95,981.20172,374.262,0.604,0.422159986680334
"1061","Control",FALSE,FALSE,"12:28:00","2024-06-25",55,"A","11","A11","MultispeQ",50.9668,34.08,31.15,977.96124,423.498,0.583,0.335100964551691
"1062","Transplantation",TRUE,FALSE,"12:43:00","2024-08-01",92,"B","8","B8","MultispeQ",54.52148,37.77,35.07,981.2536,70.004,0.658,0.654394194262712
"1063","Transplantation",TRUE,FALSE,"12:45:00","2024-08-01",92,"B","9","B9","MultispeQ",53.74512,37.76,34.95,981.20862,101.986,0.685,0.776846199436592
"1064","Control",FALSE,FALSE,"12:29:00","2024-06-25",55,"A","12","A12","MultispeQ",51.65332,34.48,31.01,977.89026,405.018,0.573,0.294101703486115
"1065","Transplantation",TRUE,FALSE,"12:47:00","2024-08-01",92,"B","10","B10","MultispeQ",53.32227,37.66,34.39,981.19049,243.102,0.612,0.455726942889053
"1066","Transplantation",TRUE,FALSE,"12:31:00","2024-06-25",55,"B","1","B1","MultispeQ",52.58496,34.96,31.33,977.96094,401.781,0.621,0.493794876851052
"1067","Control",FALSE,FALSE,"11:31:00","2024-08-08",99,"A","1","A1","MultispeQ",72.81641,28.87,29.55,968.06158,172.022,0.626,0.515094573685567
"1068","Transplantation",TRUE,FALSE,"12:33:00","2024-06-25",55,"B","2","B2","MultispeQ",51.69727,35.34,30.97,977.98407,375.057,0.585,0.343333327001158
"1069","Control",FALSE,FALSE,"11:33:00","2024-08-08",99,"A","2","A2","MultispeQ",73.15332,29.54,30.61,968.00891,300.991,0.599,0.40130017080888
"1070","Transplantation",TRUE,FALSE,"12:34:00","2024-06-25",55,"B","3","B3","MultispeQ",49.64941,35.65,30.65,977.98358,337.551,0.585,0.343333327001158
"1071","Control",FALSE,FALSE,"11:38:00","2024-08-08",99,"A","3","A3","MultispeQ",73.38574,30.78,32.45,967.97943,308.345,0.536,0.144249608844547
"1072","Transplantation",TRUE,FALSE,"12:36:00","2024-06-25",55,"B","4","B4","MultispeQ",47.76855,35.89,30.29,977.99969,326.15,0.616,0.472604410945793
"1073","Control",FALSE,FALSE,"11:41:00","2024-08-08",99,"A","4","A4","MultispeQ",72.7373,31.48,33.19,968.03235,384.649,0.586,0.347453815751698
"1074","Transplantation",TRUE,FALSE,"12:38:00","2024-06-25",55,"B","5","B5","MultispeQ",49.1543,36.05,30.19,978.00061,314.897,0.608,0.438913042175704
"1075","Control",FALSE,FALSE,"11:44:00","2024-08-08",99,"A","5","A5","MultispeQ",72.05957,32.15,33.67,968.07837,231.767,0.643,0.58840894245798
"1076","Transplantation",TRUE,FALSE,"12:39:00","2024-06-25",55,"B","6","B6","MultispeQ",47.62988,36.17,29.65,977.97607,346.839,0.613,0.45994024290643
"1077","Control",FALSE,FALSE,"11:50:00","2024-08-08",99,"A","6","A6","MultispeQ",69.99023,33.52,34.61,968.07166,324.846,0.626,0.515094573685567
"1078","Transplantation",TRUE,FALSE,"12:41:00","2024-06-25",55,"B","7","B7","MultispeQ",47.10938,36.25,30.05,977.96124,342.276,0.592,0.372239460479844
"1079","Control",FALSE,FALSE,"11:53:00","2024-08-08",99,"A","7","A7","MultispeQ",67.86816,34.15,34.95,968.01447,353.548,0.628,0.523646312195052
"1080","Transplantation",TRUE,FALSE,"12:42:00","2024-06-25",55,"B","8","B8","MultispeQ",47.75879,36.32,30.97,977.94031,362.23,0.569,0.277772344022583
"1081","Control",FALSE,FALSE,"11:56:00","2024-08-08",99,"A","8","A8","MultispeQ",65.02637,34.76,34.61,967.98608,76.268,0.665,0.685656508830788
"1082","Transplantation",TRUE,FALSE,"12:44:00","2024-06-25",55,"B","9","B9","MultispeQ",46.85938,36.35,30.15,977.92334,378.837,0.581,0.326879836929773
"1083","Control",FALSE,FALSE,"11:59:00","2024-08-08",99,"A","9","A9","MultispeQ",63.79688,35.14,35.03,968.04456,341.909,0.64,0.575364144903562
"1084","Transplantation",TRUE,FALSE,"12:46:00","2024-06-25",55,"B","10","B10","MultispeQ",46.6416,36.36,30.05,977.87469,388.451,0.567,0.269621575725262
"1085","Control",FALSE,FALSE,"12:01:00","2024-08-08",99,"A","10","A10","MultispeQ",63.55957,35.45,33.93,967.99243,111.985,0.655,0.641090818603892
"1086","Transplantation",TRUE,FALSE,"12:47:00","2024-06-25",55,"B","11","B11","MultispeQ",46.93066,36.34,30.83,977.89709,346.937,0.594,0.380526159760912
"1087","Control",FALSE,FALSE,"12:03:00","2024-08-08",99,"A","11","A11","MultispeQ",62.74121,35.78,34.61,967.94983,384.395,0.611,0.451517615553149
"1088","Transplantation",TRUE,FALSE,"12:49:00","2024-06-25",55,"B","12","B12","MultispeQ",46.57617,36.32,31.11,977.86127,402.083,0.634,0.54941562103586
"1089","Control",FALSE,FALSE,"12:05:00","2024-08-08",99,"A","12","A12","MultispeQ",61.27637,36.17,34.87,967.95331,390.431,0.643,0.58840894245798
"1090","Germination",FALSE,TRUE,"12:08:00","2024-06-27",57,"C","1","C1","MultispeQ",70.63672,29.27,25.47,974.19312,135.975,0.595,0.384674338439091
"1091","Transplantation",TRUE,FALSE,"12:08:00","2024-08-08",99,"B","1","B1","MultispeQ",59.37598,36.5,35.73,967.99432,99.899,0.688,0.790785650123861
"1092","Germination",FALSE,TRUE,"12:10:00","2024-06-27",57,"C","2","C2","MultispeQ",69.62695,29.92,27.61,974.21814,136.172,0.595,0.384674338439091
"1093","Transplantation",TRUE,FALSE,"12:10:00","2024-08-08",99,"B","2","B2","MultispeQ",59.25098,36.72,35.81,968.00409,64.137,0.646,0.601502590648827
"1094","Germination",FALSE,TRUE,"12:12:00","2024-06-27",57,"C","3","C3","MultispeQ",67.98828,30.4,28.07,974.24188,181.956,0.592,0.372239460479844
"1095","Transplantation",TRUE,FALSE,"12:13:00","2024-08-08",99,"B","3","B3","MultispeQ",58.25293,36.88,34.81,967.9718,161.287,0.666,0.690148677563689
"1096","Germination",FALSE,TRUE,"12:23:00","2024-06-27",57,"C","4","C4","MultispeQ",65.27148,32.22,29.11,974.20728,269.303,0.582,0.330989015206681
"1097","Transplantation",TRUE,FALSE,"12:16:00","2024-08-08",99,"B","4","B4","MultispeQ",58.31152,36.97,34.99,967.9433,95.964,0.68,0.75377180237638
"1098","Germination",FALSE,TRUE,"12:25:00","2024-06-27",57,"C","5","C5","MultispeQ",62.92285,32.58,29.51,974.18549,401.565,0.546,0.184521777703557
"1099","Transplantation",TRUE,FALSE,"12:18:00","2024-08-08",99,"B","5","B5","MultispeQ",57.54004,37,35.03,967.99591,150.666,0.638,0.566694071519019
"1100","Germination",FALSE,TRUE,"12:27:00","2024-06-27",57,"C","6","C6","MultispeQ",63.51855,32.95,29.79,974.25452,327.195,0.573,0.294101703486115
"1101","Transplantation",TRUE,FALSE,"12:24:00","2024-08-08",99,"B","7","B7","MultispeQ",55.98535,36.94,34.21,967.93787,245.404,0.646,0.601502590648827
"1102","Germination",FALSE,TRUE,"12:29:00","2024-06-27",57,"C","7","C7","MultispeQ",61.73438,33.28,30.15,974.21503,86.671,0.641,0.579707068432391
"1103","Transplantation",TRUE,FALSE,"12:26:00","2024-08-08",99,"B","8","B8","MultispeQ",51.86719,36.95,34.21,967.87482,338.857,0.591,0.368100861363296
"1104","Germination",FALSE,TRUE,"12:31:00","2024-06-27",57,"C","8","C8","MultispeQ",61.06934,33.52,30.37,974.2558,261.693,0.597,0.392980551445919
"1105","Transplantation",TRUE,FALSE,"12:28:00","2024-08-08",99,"B","9","B9","MultispeQ",54.06445,36.97,34.17,967.8833,297.467,0.601,0.409633517645344
"1106","Germination",FALSE,TRUE,"12:33:00","2024-06-27",57,"C","9","C9","MultispeQ",60.3584,33.75,30.47,974.26862,308.235,0.58,0.322773392263051
"1107","Transplantation",TRUE,FALSE,"12:33:00","2024-08-08",99,"B","11","B11","MultispeQ",53.85059,37.05,34.65,967.89185,244.092,0.62,0.489548225318706
"1108","Germination",FALSE,TRUE,"12:34:00","2024-06-27",57,"C","10","C10","MultispeQ",59.6416,33.94,29.87,974.3136,232.596,0.599,0.40130017080888
"1109","Transplantation",TRUE,FALSE,"12:36:00","2024-08-08",99,"B","12","B12","MultispeQ",55.23633,37.15,34.51,967.88,220.79,0.664,0.68117098951323
"1110","Germination",FALSE,TRUE,"12:36:00","2024-06-27",57,"C","11","C11","MultispeQ",59.91211,34.12,30.37,974.26642,147.99,0.631,0.536509218500686
"1111","Germ+Trans",TRUE,TRUE,"12:39:00","2024-06-27",57,"D","1","D1","MultispeQ",59.22559,34.3,30.57,974.25665,174.541,0.627,0.519368120989105
"1112","Germ+Trans",TRUE,TRUE,"12:41:00","2024-06-27",57,"D","2","D2","MultispeQ",58.04785,34.45,30.57,974.2561,169.511,0.645,0.597132527320357
"1113","Germ+Trans",TRUE,TRUE,"12:42:00","2024-06-27",57,"D","3","D3","MultispeQ",57.07129,34.55,29.83,974.23718,161.191,0.643,0.58840894245798
"1114","Germ+Trans",TRUE,TRUE,"12:44:00","2024-06-27",57,"D","4","D4","MultispeQ",57.16406,34.64,29.97,974.17267,112.633,0.656,0.645519131570691
"1115","Germ+Trans",TRUE,TRUE,"12:46:00","2024-06-27",57,"D","5","D5","MultispeQ",55.60938,34.66,29.93,974.17126,186.69,0.629,0.527929194093005
"1116","Germ+Trans",TRUE,TRUE,"12:48:00","2024-06-27",57,"D","6","D6","MultispeQ",56.24707,34.64,29.75,974.15961,154.473,0.646,0.601502590648827
"1117","Germ+Trans",TRUE,TRUE,"12:49:00","2024-06-27",57,"D","7","D7","MultispeQ",55.88672,34.66,29.51,974.1568,213.574,0.628,0.523646312195052
"1118","Germ+Trans",TRUE,TRUE,"12:51:00","2024-06-27",57,"D","8","D8","MultispeQ",56.16406,34.73,29.47,974.13898,186.115,0.626,0.515094573685567
"1119","Germ+Trans",TRUE,TRUE,"12:53:00","2024-06-27",57,"D","9","D9","MultispeQ",55.7793,34.78,29.65,974.13312,187.591,0.645,0.597132527320357
"1120","Germ+Trans",TRUE,TRUE,"12:54:00","2024-06-27",57,"D","10","D10","MultispeQ",56.27637,34.8,30.51,974.15784,189.766,0.633,0.545108574089606
"1121","Germ+Trans",TRUE,TRUE,"12:56:00","2024-06-27",57,"D","11","D11","MultispeQ",54.78516,34.85,29.51,974.11627,205.353,0.632,0.540806455977927
"1122","Germ+Trans",TRUE,TRUE,"12:58:00","2024-06-27",57,"D","12","D12","MultispeQ",53.98242,34.87,29.47,974.09656,167.307,0.625,0.510825623765991
"1123","Germination",FALSE,TRUE,"12:09:00","2024-07-02",62,"C","1","C1","MultispeQ",45.58887,32.88,31.43,982.78143,305.246,0.59,0.363965377201411
"1124","Germination",FALSE,TRUE,"12:11:00","2024-07-02",62,"C","2","C2","MultispeQ",44.99219,33.53,31.19,982.72357,147.632,0.612,0.455726942889053
"1125","Germination",FALSE,TRUE,"12:13:00","2024-07-02",62,"C","3","C3","MultispeQ",46.57227,34.13,31.33,982.74908,79.615,0.646,0.601502590648827
"1126","Germination",FALSE,TRUE,"12:16:00","2024-07-02",62,"C","4","C4","MultispeQ",46.18555,34.62,31.11,982.74237,166.691,0.619,0.485305897557895
"1127","Germination",FALSE,TRUE,"12:18:00","2024-07-02",62,"C","5","C5","MultispeQ",45.83203,35.01,31.63,982.67999,176.951,0.591,0.368100861363296
"1128","Germination",FALSE,TRUE,"12:20:00","2024-07-02",62,"C","6","C6","MultispeQ",40.23438,35.39,31.19,982.66437,313.031,0.62,0.489548225318706
"1129","Germination",FALSE,TRUE,"12:21:00","2024-07-02",62,"C","7","C7","MultispeQ",40.5957,35.72,31.63,982.70203,78.617,0.651,0.623437720006142
"1130","Germination",FALSE,TRUE,"12:23:00","2024-07-02",62,"C","8","C8","MultispeQ",41.25293,35.97,31.55,982.71545,150.601,0.588,0.3557035985491
"1131","Germination",FALSE,TRUE,"12:25:00","2024-07-02",62,"C","9","C9","MultispeQ",38.51074,36.15,31.77,982.65936,381.062,0.613,0.45994024290643
"1132","Germination",FALSE,TRUE,"12:27:00","2024-07-02",62,"C","10","C10","MultispeQ",40.00977,36.4,31.99,982.66217,261.847,0.561,0.245221492447525
"1133","Germination",FALSE,TRUE,"12:29:00","2024-07-02",62,"C","11","C11","MultispeQ",34.82812,36.61,30.01,982.69482,106.254,0.626,0.515094573685567
"1134","Germination",FALSE,TRUE,"12:31:00","2024-07-02",62,"C","12","C12","MultispeQ",34.4209,36.75,31.59,982.69763,265.33,0.593,0.37638121355513
"1135","Germination",FALSE,TRUE,"12:34:00","2024-07-02",62,"C","1","C1","MultispeQ",37.18945,37.06,32.29,982.78497,258.384,0.58,0.322773392263051
"1136","Germination",FALSE,TRUE,"12:38:00","2024-07-02",62,"C","2","C2","MultispeQ",40.1875,37.48,32.77,982.65985,247.333,0.607,0.434719179190237
"1137","Germination",FALSE,TRUE,"12:40:00","2024-07-02",62,"C","3","C3","MultispeQ",38.5166,37.72,33.11,982.65796,240.148,0.61,0.447312218043665
"1138","Germ+Trans",TRUE,TRUE,"12:46:00","2024-07-02",62,"D","4","D4","MultispeQ",34.6748,38.19,34.35,982.66412,224.015,0.631,0.536509218500686
"1139","Germ+Trans",TRUE,TRUE,"12:52:00","2024-07-02",62,"D","5","D5","MultispeQ",33.85547,38.71,34.43,982.56342,379.086,0.599,0.40130017080888
"1140","Germ+Trans",TRUE,TRUE,"12:59:00","2024-07-02",62,"D","6","D6","MultispeQ",32.20215,39.23,33.97,982.54401,294.363,0.624,0.506561224979533
"1141","Germ+Trans",TRUE,TRUE,"01:01:00","2024-07-02",62,"D","7","D7","MultispeQ",34.33301,39.36,34.95,982.42639,308.357,0.616,0.472604410945793
"1142","Germ+Trans",TRUE,TRUE,"01:02:00","2024-07-02",62,"D","8","D8","MultispeQ",32.0918,39.44,34.61,982.37408,278.528,0.64,0.575364144903562
"1143","Germ+Trans",TRUE,TRUE,"01:04:00","2024-07-02",62,"D","9","D9","MultispeQ",33.19629,39.47,33.71,982.45306,207.128,0.619,0.485305897557895
"1144","Germ+Trans",TRUE,TRUE,"01:06:00","2024-07-02",62,"D","10","D10","MultispeQ",31.49512,39.49,34.13,982.33258,337.104,0.606,0.430529076771381
"1145","Germ+Trans",TRUE,TRUE,"01:08:00","2024-07-02",62,"D","11","D11","MultispeQ",32.21387,39.54,34.87,982.35687,287.322,0.546,0.184521777703557
"1146","Germ+Trans",TRUE,TRUE,"01:11:00","2024-07-02",62,"D","12","D12","MultispeQ",29.85449,39.63,34.55,982.3443,326.104,0.574,0.298190050050196
"1147","Germination",FALSE,TRUE,"12:04:00","2024-07-11",71,"C","1","C1","MultispeQ",64.52441,29.84,27.81,979.55969,190.21,0.59,0.363965377201411
"1148","Germination",FALSE,TRUE,"12:06:00","2024-07-11",71,"C","2","C2","MultispeQ",63.35449,30.44,28.03,979.60779,357.385,0.562,0.249282939517245
"1149","Germination",FALSE,TRUE,"12:07:00","2024-07-11",71,"C","3","C3","MultispeQ",63.35352,30.95,28.35,979.51172,297.457,0.568,0.273695830477041
"1150","Germination",FALSE,TRUE,"12:09:00","2024-07-11",71,"C","4","C4","MultispeQ",60.92285,31.34,28.63,979.48773,385.75,0.564,0.257412008149024
"1151","Germination",FALSE,TRUE,"12:11:00","2024-07-11",71,"C","5","C5","MultispeQ",60.65137,31.69,28.57,979.4787,397.847,0.564,0.257412008149024
"1152","Germination",FALSE,TRUE,"12:12:00","2024-07-11",71,"C","6","C6","MultispeQ",59.27637,31.98,28.93,979.45734,379.653,0.567,0.269621575725262
"1153","Germination",FALSE,TRUE,"12:14:00","2024-07-11",71,"C","7","C7","MultispeQ",59.44434,32.26,29.23,979.46796,133.937,0.596,0.3888257891042
"1154","Germination",FALSE,TRUE,"12:16:00","2024-07-11",71,"C","8","C8","MultispeQ",57.8418,32.56,28.67,979.44904,75.039,0.626,0.515094573685567
"1155","Germination",FALSE,TRUE,"12:17:00","2024-07-11",71,"C","9","C9","MultispeQ",56.67871,32.88,28.97,979.43219,33.604,0.627,0.519368120989105
"1156","Germination",FALSE,TRUE,"12:19:00","2024-07-11",71,"C","10","C10","MultispeQ",54.75391,33.12,28.75,979.36017,199.409,0.576,0.306374205463933
"1157","Germination",FALSE,TRUE,"12:20:00","2024-07-11",71,"C","11","C11","MultispeQ",53.28613,33.25,29.01,979.39124,172.47,0.607,0.434719179190237
"1158","Germination",FALSE,TRUE,"12:22:00","2024-07-11",71,"C","12","C12","MultispeQ",54.21484,33.35,29.01,979.42847,88.653,0.611,0.451517615553149
"1159","Germ+Trans",TRUE,TRUE,"12:24:00","2024-07-11",71,"D","1","D1","MultispeQ",54.82227,33.52,29.51,979.44342,295.857,0.588,0.3557035985491
"1160","Germ+Trans",TRUE,TRUE,"12:26:00","2024-07-11",71,"D","2","D2","MultispeQ",53.24609,33.79,30.01,979.40149,225.294,0.61,0.447312218043665
"1161","Germ+Trans",TRUE,TRUE,"12:28:00","2024-07-11",71,"D","3","D3","MultispeQ",53.76465,33.99,29.51,979.43469,272.714,0.585,0.343333327001158
"1162","Germ+Trans",TRUE,TRUE,"12:29:00","2024-07-11",71,"D","4","D4","MultispeQ",54.72559,34.18,29.43,979.44781,216.775,0.59,0.363965377201411
"1163","Germ+Trans",TRUE,TRUE,"12:31:00","2024-07-11",71,"D","5","D5","MultispeQ",53.30664,34.31,29.33,979.4256,324.085,0.576,0.306374205463933
"1164","Germ+Trans",TRUE,TRUE,"12:33:00","2024-07-11",71,"D","6","D6","MultispeQ",53.28613,34.49,29.55,979.49518,251.162,0.6,0.405465108108164
"1165","Germ+Trans",TRUE,TRUE,"12:34:00","2024-07-11",71,"D","7","D7","MultispeQ",53.90918,34.69,29.65,979.49194,308.956,0.608,0.438913042175704
"1166","Germ+Trans",TRUE,TRUE,"12:38:00","2024-07-11",71,"D","8","D8","MultispeQ",51.57324,35.05,29.33,979.45923,231.697,0.567,0.269621575725262
"1167","Germ+Trans",TRUE,TRUE,"12:40:00","2024-07-11",71,"D","9","D9","MultispeQ",51.72363,35.2,29.97,979.427,202.288,0.529,0.116130337841882
"1168","Germ+Trans",TRUE,TRUE,"12:41:00","2024-07-11",71,"D","10","D10","MultispeQ",48.58789,35.3,29.55,979.37451,101.761,0.649,0.614646493238224
"1169","Germ+Trans",TRUE,TRUE,"12:43:00","2024-07-11",71,"D","11","D11","MultispeQ",49.84082,35.4,29.93,979.35065,349.432,0.585,0.343333327001158
"1170","Germ+Trans",TRUE,TRUE,"12:44:00","2024-07-11",71,"D","12","D12","MultispeQ",47.21094,35.42,29.65,979.41528,384.533,0.585,0.343333327001158
"1171","Germination",FALSE,TRUE,"12:00:00","2024-07-16",76,"C","1","C1","MultispeQ",59.19727,33.68,31.01,979.84344,336.221,0.599,0.40130017080888
"1172","Germination",FALSE,TRUE,"12:18:00","2024-07-16",76,"C","2","C2","MultispeQ",55.06152,36.74,32.63,979.71265,226.845,0.603,0.417980916039995
"1173","Germination",FALSE,TRUE,"12:20:00","2024-07-16",76,"C","3","C3","MultispeQ",54.56348,36.92,32.19,979.62726,294.437,0.586,0.347453815751698
"1174","Germination",FALSE,TRUE,"12:22:00","2024-07-16",76,"C","4","C4","MultispeQ",54.5332,37.01,32.29,979.51514,326.827,0.576,0.306374205463933
"1175","Germination",FALSE,TRUE,"12:24:00","2024-07-16",76,"C","5","C5","MultispeQ",54.24316,37.1,32.25,979.50122,296.024,0.577,0.310470087461821
"1176","Germination",FALSE,TRUE,"12:28:00","2024-07-16",76,"C","6","C6","MultispeQ",53.41602,37.23,32.71,979.42883,64.279,0.665,0.685656508830788
"1177","Germination",FALSE,TRUE,"12:29:00","2024-07-16",76,"C","7","C7","MultispeQ",48.98926,37.24,31.77,979.3714,217.161,0.626,0.515094573685567
"1178","Germination",FALSE,TRUE,"12:31:00","2024-07-16",76,"C","8","C8","MultispeQ",51.12207,37.25,32.03,979.38287,293.273,0.596,0.3888257891042
"1179","Germination",FALSE,TRUE,"12:33:00","2024-07-16",76,"C","9","C9","MultispeQ",51.5293,37.26,32.33,979.34656,335.781,0.575,0.302280871872934
"1180","Germination",FALSE,TRUE,"12:35:00","2024-07-16",76,"C","10","C10","MultispeQ",51.11816,37.21,31.77,979.30725,112.687,0.617,0.476834034724742
"1181","Germination",FALSE,TRUE,"12:37:00","2024-07-16",76,"C","11","C11","MultispeQ",50.71387,37.23,31.67,979.29456,175.303,0.615,0.468378933518734
"1182","Germination",FALSE,TRUE,"12:42:00","2024-07-16",76,"C","12","C12","MultispeQ",50.95508,37.25,33.15,979.24469,332.647,0.591,0.368100861363296
"1183","Germination",FALSE,TRUE,"12:46:00","2024-07-16",76,"C","1","C1","MultispeQ",52.92969,37.52,33.07,979.15662,172.941,0.637,0.562366821307313
"1184","Germ+Trans",TRUE,TRUE,"12:50:00","2024-07-16",76,"D","1","D1","MultispeQ",50.81738,37.61,32.97,979.14874,366.732,0.598,0.397138665331611
"1185","Germ+Trans",TRUE,TRUE,"12:52:00","2024-07-16",76,"D","2","D2","MultispeQ",50.26855,37.72,33.03,979.13672,170.307,0.607,0.434719179190237
"1186","Germ+Trans",TRUE,TRUE,"12:54:00","2024-07-16",76,"D","3","D3","MultispeQ",50.37402,37.82,32.41,979.17407,297.779,0.591,0.368100861363296
"1187","Germ+Trans",TRUE,TRUE,"12:56:00","2024-07-16",76,"D","4","D4","MultispeQ",47.80664,37.88,31.89,979.0824,353.922,0.574,0.298190050050196
"1188","Germ+Trans",TRUE,TRUE,"12:57:00","2024-07-16",76,"D","5","D5","MultispeQ",46.97266,37.88,31.89,979.07172,335.277,0.579,0.318669643890614
"1189","Germ+Trans",TRUE,TRUE,"12:59:00","2024-07-16",76,"D","6","D6","MultispeQ",46.12988,37.89,32.41,979.0694,341.547,0.558,0.233049080303613
"1190","Germ+Trans",TRUE,TRUE,"01:01:00","2024-07-16",76,"D","7","D7","MultispeQ",47.15527,37.94,31.25,979.04272,107.771,0.609,0.443110707724531
"1191","Germ+Trans",TRUE,TRUE,"01:02:00","2024-07-16",76,"D","8","D8","MultispeQ",47.45703,38.02,31.81,979.03815,337.241,0.565,0.261479700057757
"1192","Germ+Trans",TRUE,TRUE,"01:04:00","2024-07-16",76,"D","9","D9","MultispeQ",45.44336,38.13,31.93,979.00421,287.236,0.594,0.380526159760912
"1193","Germ+Trans",TRUE,TRUE,"01:06:00","2024-07-16",76,"D","10","D10","MultispeQ",47.55859,38.2,32.07,979.03326,282.11,0.583,0.335100964551691
"1194","Germ+Trans",TRUE,TRUE,"01:07:00","2024-07-16",76,"D","11","D11","MultispeQ",46.51172,38.16,30.79,978.99048,242.63,0.598,0.397138665331611
"1195","Germ+Trans",TRUE,TRUE,"01:09:00","2024-07-16",76,"D","12","D12","MultispeQ",45.41992,38.1,30.15,979.00439,331.651,0.586,0.347453815751698
"1196","Germination",FALSE,TRUE,"12:00:00","2024-07-18",78,"C","1","C1","MultispeQ",82.09766,27.95,28.11,979.69696,233.178,0.567,0.269621575725262
